dist_min_Mpc, dist_max_Mpc, metric, filter, found, total, efficiency 
10, 600, LFBOT_Detect, g, 1, 453, 0.0022
10, 600, LFBOT_Characterize, g, 314, 453, 0.6932
10, 600, LFBOT_Characterize, r, 314, 453, 0.6932
10, 600, LFBOT_Detect, r, 4, 453, 0.0088
10, 600, LFBOT_Characterize, r, 314, 453, 0.6932
