sid,peak_mjd,peak_mag,first_det_mjd,last_det_mjd,rise_time_days,fade_time_days,ra,dec,distance_Mpc
9763,63331.31207,21.407,63331.31207,63364.34190,62.30608,95.33592,105.09966,-0.29297,299.02
9767,63218.20583,22.540,63218.20583,63218.20839,24.10959,24.11215,234.70576,-0.77124,655.44
9773,63241.19246,17.410,63241.19246,63335.01438,2.09051,95.91243,196.05720,-0.46874,549.16
9778,63417.13040,21.967,63417.13040,63417.13193,53.98188,53.98340,249.60019,0.22617,696.40
9781,63328.30151,21.084,63328.30151,63335.25046,6.48490,13.43385,186.03780,-0.00100,521.60
9790,63274.29988,18.763,63274.29988,63330.25196,7.55284,63.50492,85.24760,-0.30585,244.43
9795,63357.33509,20.079,63357.33509,63417.26949,34.64590,94.58030,218.95506,0.00376,612.13
9802,63327.18137,19.785,63327.18137,63331.14986,1.68517,5.65365,247.83274,0.01905,691.54
9804,63357.33202,21.965,63357.33202,63357.33253,85.46413,85.46464,80.76362,-0.27672,232.10
9808,63241.22831,19.426,63241.22831,63275.17352,18.55290,52.49811,158.67602,-0.57196,446.36
9822,63301.33757,18.818,63301.33757,63386.14266,12.91616,97.72125,192.16163,-0.18403,538.44
9844,63184.16154,18.927,63184.16154,63245.06765,7.86074,68.76685,75.62489,-0.91736,217.97
9862,63247.21807,16.129,63247.21807,63332.18704,3.44167,88.41064,21.57760,-0.44038,69.34
9880,63301.34328,17.979,63301.34328,63337.24256,17.53006,53.42934,85.49690,-0.20963,245.12
9892,63330.21021,11.092,63330.21021,63423.05457,4.82833,97.67268,3.81072,0.01843,20.48
9893,63299.25922,21.317,63299.25922,63338.10223,17.27083,56.11385,323.15840,-0.21981,898.69
9896,63329.13925,22.488,63329.13925,63330.21633,8.12312,9.20019,235.98395,-0.00536,658.96
9904,63306.02547,17.099,63306.02547,63334.06585,2.23753,30.27790,215.69802,-0.09941,603.17
9911,63273.21680,21.418,63273.21680,63278.16956,7.42413,12.37689,228.24143,-0.31131,637.66
9930,63278.17109,17.863,63278.17109,63327.06900,23.90390,72.80180,27.07185,-0.37806,84.45
9941,63275.05758,15.835,63275.05758,63275.05911,6.74809,6.74962,82.56212,-0.29694,237.05
9965,63329.14129,17.613,63329.14129,63388.06582,19.70930,78.63383,3.62626,-0.06854,19.97
9966,63299.17312,16.097,63299.17312,63357.97861,1.91487,60.72036,134.43887,-0.13524,379.71
9971,63299.17006,14.693,63299.17006,63301.08367,6.34245,8.25605,33.86182,-0.15965,103.12
9979,63179.23640,18.288,63179.23640,63249.11134,21.29367,91.16861,45.31074,-1.10630,134.60
10000,63273.22035,21.453,63273.22035,63278.17365,3.42950,8.38279,259.46222,-0.28850,723.52
10012,63276.18430,14.554,63276.18430,63308.12055,38.85310,70.78934,15.81413,-0.47958,53.49
10018,63161.28288,16.159,63161.28288,63244.13289,9.93539,92.78540,95.55806,-1.19438,272.78
10025,63270.13188,20.085,63270.13188,63304.19553,49.76038,83.82403,46.51469,-0.58696,137.92
10040,63158.12960,12.838,63158.12960,63185.04141,1.10922,28.02103,5.37730,-1.11764,24.79
10046,63327.17984,16.685,63327.17984,63331.13807,0.21346,4.17169,229.07182,0.02707,639.95
10047,63330.20002,18.608,63330.20002,63388.06016,21.54721,79.40736,154.18998,-0.07280,434.02
10050,63161.27069,10.963,63161.27069,63243.06650,0.82483,82.62064,0.45855,-1.07671,11.26
10051,63301.07856,12.402,63301.07856,63334.06839,1.98326,34.97309,8.38061,-0.12515,33.05
10052,63329.14791,19.803,63329.14791,63386.13910,7.24196,64.23315,248.50807,-0.00051,693.40
10061,63328.36505,17.145,63328.36505,63367.24230,1.42705,40.30430,174.26686,0.02691,489.23
10062,63301.33808,20.837,63301.33808,63335.24677,12.37253,46.28122,292.61422,-0.18101,814.69
10076,63151.11264,18.032,63151.11264,63153.16249,0.61018,2.66004,200.52970,-1.20711,561.46
10088,63273.20044,16.632,63273.20044,63278.17161,33.41624,38.38741,58.49670,-0.46457,170.87
10096,63210.16737,21.374,63210.16737,63245.06560,37.56522,72.46345,13.03373,-0.95128,45.84
10103,63241.20066,20.619,63241.20066,63248.15491,2.66544,9.61969,290.38309,-0.47220,808.55
10105,63273.19993,22.020,63273.19993,63278.17161,30.70310,35.67478,102.43908,-0.44811,291.71
10113,63273.21883,18.838,63273.21883,63327.06900,16.48939,70.33956,309.84029,-0.36366,862.06
10119,63161.12190,16.215,63161.12190,63190.05835,0.84373,29.78018,112.45313,-1.07864,319.25
10120,63269.17259,15.021,63269.17259,63335.00421,10.54822,76.37985,26.60855,-0.35263,83.17
10122,63185.25148,16.844,63185.25148,63273.07102,5.76095,93.58050,32.56503,-0.88928,99.55
10123,63248.22421,12.952,63248.22421,63269.16851,0.19936,21.14366,45.61179,-0.41494,135.43
10125,63241.31036,18.913,63241.31036,63327.07307,10.64156,96.40426,108.73060,-0.52097,309.01
10139,63337.25796,15.243,63337.25796,63367.20877,14.29636,44.24717,16.66626,0.00524,55.83
10143,63366.37597,18.108,63366.37597,63366.37649,77.31955,77.32006,49.59716,-0.18051,146.39
10160,63218.21247,15.414,63218.21247,63307.17141,3.80041,92.75935,52.72757,-0.62650,155.00
10173,63357.33151,20.025,63357.33151,63357.34028,96.23147,96.24024,68.19757,-0.33830,197.54
10182,63269.17970,18.745,63269.17970,63335.01134,20.74752,86.57916,76.56614,-0.41251,220.56
10184,63327.16706,16.918,63327.16706,63357.13138,34.62266,64.58698,16.06103,-0.16122,54.17
10185,63184.15642,14.650,63184.15642,63245.06459,5.80044,66.70860,31.97228,-0.89915,97.92
10196,63336.33890,21.870,63336.33890,63367.23149,47.95072,78.84330,35.67549,-0.18421,108.11
10209,63329.14893,18.154,63329.14893,63388.04886,2.19449,61.09442,129.05901,0.02700,364.91
10219,63184.17277,22.097,63184.17277,63188.09033,12.56951,16.48708,251.44648,-0.96071,701.48
10238,63301.25667,16.019,63301.25667,63388.06786,1.03212,87.84331,129.41047,-0.11895,365.88
10239,63215.07515,21.462,63215.07515,63215.07872,7.41202,7.41559,144.38722,-0.67269,407.06
10241,63275.05249,12.362,63275.05249,63304.07831,7.95664,36.98246,1.20849,-0.30386,13.32
10257,63274.25740,21.988,63274.25740,63308.12004,33.41805,67.28069,147.87103,-0.45815,416.65
10265,63306.02190,19.058,63306.02190,63334.06483,4.70341,32.74635,152.76674,-0.11295,430.11
10285,63301.34328,21.435,63301.34328,63337.24307,22.45135,58.35113,66.64900,-0.23714,193.28
10288,63278.29654,20.677,63278.29654,63306.16678,55.10315,82.97339,179.64701,-0.56860,504.03
10289,63185.25043,14.543,63185.25043,63273.06898,2.91751,90.73607,45.28309,-0.86505,134.53
10290,63247.20789,23.169,63274.26407,63274.26459,86.21222,86.21274,109.87792,-0.81827,312.16
10295,63239.11923,19.823,63239.11923,63247.11339,9.99506,17.98923,239.66161,-0.53070,669.07
10298,63275.12422,20.836,63275.12422,63338.09650,27.61130,90.58357,209.91514,-0.41799,587.27
10309,63278.30217,16.609,63278.30217,63306.16831,51.34075,79.20689,47.55865,-0.54442,140.79
10324,63244.24038,22.026,63244.24038,63276.19502,29.20865,61.16329,78.50233,-0.62233,225.88
10326,63329.16172,19.476,63329.16172,63367.07756,11.41678,49.33262,84.92257,-0.02319,243.54
10333,63331.14833,12.029,63331.14833,63357.99056,12.81271,39.65494,2.74129,-0.01997,17.54
10337,63179.24252,22.243,63179.24252,63185.24481,7.16977,13.17206,334.63687,-0.95626,930.25
10339,63211.07811,22.640,63211.07811,63243.06037,26.15237,58.13464,257.96246,-0.84354,719.40
10346,63241.20015,18.251,63241.20015,63335.01539,2.68688,96.50212,196.09665,-0.47234,549.27
10350,63179.25394,21.880,63179.25394,63188.10921,12.16051,21.01579,95.04489,-1.00503,271.37
10367,63158.10707,19.525,63158.10707,63190.06498,3.75618,35.71410,156.62525,-1.15210,440.72
10369,63330.20359,19.653,63330.20359,63386.14113,17.10952,73.04706,355.46289,-0.04855,987.52
10385,63417.13752,19.713,63417.13752,63417.13853,55.92391,55.92492,110.96055,0.21536,315.14
10396,63184.15591,13.859,63184.15591,63245.06357,4.40082,65.30848,19.50194,-0.88699,63.63
10397,63328.35679,19.484,63328.35679,63367.23925,25.88174,64.76420,142.74138,-0.10660,402.54
10399,63161.28491,20.363,63161.28491,63244.11915,6.71945,89.55368,289.78085,-1.14923,806.90
10411,63215.16199,19.236,63215.16199,63249.28743,57.35146,91.47690,8.30518,-1.10791,32.84
10415,63218.23033,19.775,63218.23033,63301.15769,14.09855,97.02591,347.64111,-0.69754,966.01
10432,63248.15337,21.806,63248.15337,63249.24930,5.39638,6.49230,101.82595,-0.44653,290.02
10446,63278.30319,20.166,63278.30319,63306.18820,61.72675,89.61176,305.22349,-0.61201,849.36
10464,63271.26070,16.432,63271.26070,63338.10887,0.11166,66.95983,90.31133,-0.28079,258.36
10479,63306.02802,18.313,63306.02802,63334.06686,1.60107,29.63992,322.61216,-0.09591,897.18
10505,63215.16403,22.328,63215.16403,63241.30219,51.05102,77.18919,272.17751,-1.03609,758.49
10513,63215.16148,19.720,63215.16148,63249.28692,57.95710,92.08254,146.67234,-1.11536,413.35
10516,63357.11756,15.352,63357.11756,63388.05244,19.37034,50.30522,22.14969,0.08592,70.91
10517,63239.21413,23.084,63239.21413,63239.23865,34.46049,34.48501,235.24826,-0.69313,656.93
10528,63161.28034,20.764,63161.28034,63179.23793,10.09998,28.05757,39.40457,-1.19686,118.36
10538,63330.33263,21.403,63330.33263,63336.34099,6.07694,12.08530,186.66425,0.01229,523.33
10543,63249.23405,20.802,63249.23405,63298.13833,2.31755,51.22183,278.25536,-0.42155,775.20
10548,63151.02298,20.374,63151.02298,63161.12648,2.73701,12.84050,200.29801,-1.24274,560.82
10563,63416.33425,20.145,63416.33425,63416.33526,99.08315,99.08417,69.13547,-0.02588,200.12
10565,63328.35370,19.344,63328.35370,63423.04280,4.95787,99.64696,155.02704,0.00761,436.32
10590,63301.34482,17.007,63301.34482,63337.24462,13.86284,49.76263,22.76646,-0.18924,72.61
10607,63302.32319,21.661,63302.32319,63308.13438,90.84544,96.65663,336.27050,-0.64638,934.74
10613,63275.06013,16.100,63275.06013,63275.06063,10.17882,10.17933,51.08973,-0.31653,150.50
10630,63276.31885,16.682,63276.31885,63329.18372,13.99622,66.86109,59.35576,-0.33124,173.23
10635,63239.11714,15.477,63239.11714,63275.06673,3.79338,39.74297,25.97892,-0.49196,81.44
10648,63179.23640,22.345,63179.23640,63185.23716,22.72060,28.72136,95.52333,-1.12397,272.69
10665,63328.35525,22.294,63328.35525,63330.33059,24.29592,26.27125,224.32419,-0.09793,626.89
10667,63328.36148,21.481,63328.36148,63332.33271,37.66789,41.63912,10.86356,-0.17145,39.87
10673,63275.10437,22.879,63275.10437,63307.16936,46.38306,78.44805,272.53438,-0.53325,759.47
10690,63150.08478,20.749,63150.08478,63161.13208,5.83909,16.88640,314.93452,-1.31989,876.07
10691,63241.22984,21.397,63241.22984,63269.18682,17.55775,45.51473,183.76908,-0.56551,515.36
10695,63301.08265,14.882,63301.08265,63334.04951,11.74011,44.70697,40.01553,-0.17892,120.04
10706,63275.05300,21.235,63275.05300,63275.05351,3.47592,3.47643,353.04415,-0.27837,980.87
10712,63276.18736,18.083,63276.18736,63330.23241,28.40777,82.45282,179.10356,-0.41640,502.53
10722,63153.16505,15.746,63153.16505,63185.05821,1.87279,33.76595,12.49678,-1.19520,44.37
10735,63274.25536,21.442,63274.25536,63330.27463,20.91850,76.93777,166.84760,-0.38352,468.83
10751,63241.19195,16.501,63241.19195,63275.04780,1.03137,34.88722,95.47287,-0.46228,272.55
10752,63179.09222,22.083,63179.09222,63211.06736,26.84199,58.81713,245.18125,-1.18121,684.25
10755,63364.31575,22.690,63364.31575,63367.23510,92.13055,95.04990,167.74810,-0.27492,471.31
10766,63241.29401,19.439,63241.29401,63298.13221,38.89276,95.73096,89.68451,-0.70991,256.63
10767,63328.30253,18.791,63328.30253,63386.14572,17.55773,75.40091,154.64796,-0.06137,435.28
10774,63278.30217,16.842,63278.30217,63306.16831,50.42668,78.29282,53.82972,-0.53861,158.03
10775,63179.23589,19.248,63179.23589,63249.11134,19.37522,89.25066,120.70189,-1.08348,341.93
10788,63328.36148,13.125,63328.36148,63364.29273,40.32819,76.25944,10.88090,-0.18618,39.92
10796,63244.24038,19.643,63244.24038,63308.13030,23.61160,87.50152,65.95997,-0.58528,191.39
10801,63241.31087,15.728,63241.31087,63304.06862,2.61917,65.37692,89.83577,-0.47125,257.05
10804,63274.26304,21.328,63274.26304,63278.30989,87.51500,91.56185,198.03047,-0.82872,554.58
10824,63153.22160,16.182,63153.22160,63244.12831,2.02939,92.93611,101.55561,-1.19668,289.28
10833,63241.19964,22.462,63241.19964,63248.15491,5.65617,12.61144,246.39481,-0.49060,687.59
10841,63331.14678,17.760,63331.14678,63358.00228,3.07083,29.92633,228.70827,0.03312,638.95
10864,63180.19907,20.457,63180.19907,63273.16786,5.52443,98.49321,196.49851,-0.93208,550.37
10866,63185.03785,20.736,63185.03785,63190.05886,22.60437,27.62538,11.96394,-1.05434,42.90
10872,63182.04539,18.931,63182.04539,63190.05682,3.61692,11.62835,294.50996,-0.89852,819.90
10880,63188.08929,19.024,63188.08929,63245.08444,21.75149,78.74665,38.09372,-1.01276,114.76
10881,63179.25241,18.197,63179.25241,63245.06357,1.02585,66.83701,308.52098,-0.90029,858.43
10885,63241.12471,18.355,63241.12471,63304.08238,7.03174,69.98941,82.72002,-0.49958,237.48
10888,63335.23146,20.809,63335.23146,63386.14725,18.21050,69.12628,135.85967,-0.02714,383.61
10900,63213.23495,20.891,63213.23495,63273.16685,28.07773,88.00963,58.27143,-0.84164,170.25
10907,63218.20583,20.099,63218.20583,63249.30737,24.30779,55.40933,8.51809,-0.77275,33.42
10920,63180.20830,16.129,63180.20830,63273.07000,0.41068,93.27238,189.72573,-0.88663,531.75
10948,63278.32625,20.457,63278.32625,63278.32677,11.17557,11.17608,166.46621,-0.30355,467.78
10951,63332.33629,22.385,63332.33629,63333.34612,44.28570,45.29554,337.78710,-0.18608,938.91
10960,63327.17119,21.988,63327.17119,63331.13193,17.29842,21.25916,78.54451,-0.06614,226.00
10999,63184.17689,19.436,63184.17689,63243.08495,12.64456,71.55261,327.25769,-0.96139,909.96
11003,63276.18940,19.513,63276.18940,63330.23496,40.91368,94.95925,348.68391,-0.49225,968.88
11005,63366.38368,17.834,63366.38368,63427.19745,38.87196,99.68573,43.16887,0.03004,128.71
11016,63328.30253,21.605,63328.30253,63335.24944,15.30719,22.25411,186.03189,-0.04909,521.59
11034,63327.15835,21.512,63327.15835,63365.97599,21.12023,59.93787,310.74572,-0.08710,864.55
11094,63245.26785,16.024,63245.26785,63278.33704,3.04335,36.11253,15.50975,-0.44975,52.65
11096,63184.16714,13.724,63184.16714,63211.05869,5.20732,32.09888,18.67434,-0.89388,61.35
11112,63239.11001,13.097,63239.11001,63275.06419,0.63497,36.58915,38.44794,-0.47257,115.73
11115,63274.24617,19.320,63274.24617,63278.30884,86.72467,90.78735,179.34925,-0.82251,503.21
11161,63248.15645,22.299,63248.15645,63249.25032,3.55287,4.64674,259.03243,-0.43541,722.34
11169,63239.11923,23.033,63239.11923,63241.11645,8.05394,10.05116,283.64666,-0.51848,790.03
11176,63299.23992,20.337,63299.23992,63307.16936,70.93004,78.85948,153.14284,-0.53585,431.14
11194,63150.08580,17.072,63150.08580,63244.11966,0.30551,94.33937,233.18024,-1.21834,651.25
11197,63153.16607,16.551,63153.16607,63211.06634,1.55280,59.45308,62.80663,-1.19046,182.72
11200,63153.21552,18.234,63153.21552,63244.12781,4.24307,95.15536,264.77128,-1.23132,738.12
11203,63161.28237,18.015,63161.28237,63244.13340,7.25590,90.10692,64.22051,-1.15647,186.61
11212,63158.13164,18.543,63158.13164,63161.12292,1.76942,4.76070,112.46586,-1.12591,319.28
11213,63278.30217,16.707,63278.30217,63306.16831,50.15819,78.02433,28.69761,-0.53690,88.92
11223,63329.13413,19.449,63329.13413,63330.25976,41.65011,42.77575,173.12603,-0.18923,486.10
11228,63305.36093,19.654,63305.36093,63337.23627,10.31473,42.19007,242.67751,-0.14742,677.36
11245,63274.25947,21.835,63274.25947,63308.11748,54.52584,88.38386,166.71968,-0.59114,468.48
11253,63305.16938,22.406,63305.16938,63307.18070,5.37176,7.38309,71.99467,-0.12129,207.99
11255,63182.04691,16.987,63182.04691,63190.05580,5.61020,13.61909,18.18157,-0.91615,60.00
11264,63300.17894,18.760,63300.17894,63329.13058,63.23978,92.19142,22.31315,-0.48199,71.36
11280,63241.22831,19.693,63241.22831,63275.17403,11.49909,45.44481,33.02164,-0.52688,100.81
11284,63247.22369,19.076,63247.22369,63275.11964,2.06675,29.96269,310.58801,-0.43208,864.12
11285,63273.20044,21.995,63273.20044,63278.19259,34.15443,39.14658,102.49670,-0.46908,291.87
11334,63241.08795,15.052,63241.08795,63241.08846,3.17879,3.17930,38.24961,-0.47604,115.19
11341,63299.17006,18.549,63299.17006,63331.17018,5.02468,37.02481,65.23411,-0.15239,189.39
11350,63188.08878,16.932,63188.08878,63243.06344,23.55098,78.52564,19.30303,-1.03157,63.08
11354,63244.24038,21.716,63244.24038,63308.13030,25.80006,89.68999,166.50952,-0.59966,467.90
11377,63239.19793,20.882,63239.19793,63241.22052,50.18970,52.21229,108.27437,-0.81067,307.75
11383,63329.13976,21.588,63329.13976,63330.21684,12.38079,13.45787,192.05718,-0.02857,538.16
11385,63239.23712,22.741,63239.23712,63247.22732,30.33724,38.32744,90.61222,-0.66410,259.18
11393,63308.12412,19.392,63308.12412,63330.24732,50.93499,73.05819,154.06025,-0.36098,433.67
11398,63329.16172,20.494,63329.16172,63330.22091,9.50898,10.56817,53.50745,-0.01279,157.15
11424,63239.21007,22.014,63239.21007,63275.11302,44.60272,80.50567,27.80007,-0.76736,86.45
11427,63213.14321,15.440,63213.14321,63243.08341,28.59324,58.53345,57.18294,-0.84662,167.25
11445,63239.22125,15.324,63239.22125,63307.27056,18.42723,86.47654,9.23433,-0.58420,35.39
11467,63329.15148,18.015,63329.15148,63388.05397,3.74060,62.64310,128.88945,0.01859,364.45
11475,63246.17439,19.770,63246.17439,63249.29100,90.43249,93.54910,8.78958,-1.13383,34.17
11480,63328.36556,17.264,63328.36556,63332.35117,7.09280,11.07841,224.56813,-0.00396,627.56
11492,63328.30151,16.463,63328.30151,63386.13196,6.50147,64.33192,10.14274,-0.00109,37.89
11493,63333.34561,19.631,63333.34561,63364.29119,45.39795,76.34353,61.28873,-0.18665,178.54
11497,63278.29756,22.293,63278.29756,63330.35577,40.80158,92.85979,355.68815,-0.47857,988.14
11507,63269.17716,16.199,63269.17716,63335.00930,15.88902,81.72115,1.31184,-0.38381,13.61
11508,63241.22882,21.490,63241.22882,63269.18834,9.32180,37.28133,309.53314,-0.51320,861.22
11511,63188.20337,20.571,63188.20337,63249.10826,19.02362,79.92852,359.11338,-0.98416,997.56
11513,63241.08082,17.269,63241.08082,63241.08338,4.38960,4.39216,44.29557,-0.48352,131.81
11525,63301.08214,23.123,63301.08214,63301.08265,1.87394,1.87445,285.06913,-0.12453,793.94
11526,63218.22879,17.269,63218.22879,63301.15871,10.71203,93.64194,27.29636,-0.67371,85.06
11529,63276.18736,19.892,63276.18736,63330.23292,35.04599,89.09155,216.83055,-0.45632,606.28
11532,63215.26133,15.486,63215.26133,63304.19757,4.67423,93.61047,21.41869,-0.65247,68.90
11548,63357.33764,22.994,63357.33764,63366.39338,62.15173,71.20747,99.50574,-0.14665,283.64
11557,63153.23793,18.516,63153.23793,63161.27323,0.79784,8.83313,345.98495,-1.17850,961.46
11577,63329.13823,20.807,63329.13823,63357.12882,12.41983,40.41041,78.85547,-0.02879,226.85
11606,63329.14129,19.862,63329.14129,63388.06582,21.86835,80.79289,229.82591,-0.08034,642.02
11609,63269.17716,10.236,63269.17716,63335.00930,16.23611,82.06824,1.34727,-0.38585,13.71
11615,63215.16707,21.967,63215.16707,63241.30474,41.24345,67.38111,52.13989,-0.93898,153.38
11622,63299.17109,21.088,63299.17109,63338.11039,31.58971,70.52901,178.40333,-0.30109,500.61
11624,63161.28491,20.749,63161.28491,63188.10667,6.56571,33.38747,296.01239,-1.14719,824.03
11635,63180.19958,17.307,63180.19958,63277.11457,0.87876,97.79375,183.93463,-0.89075,515.82
11640,63417.13345,22.435,63417.13345,63417.13396,47.36835,47.36885,262.02648,0.26333,730.57
11648,63307.17656,18.733,63307.17656,63338.09906,35.60699,66.52949,122.01366,-0.27841,345.54
11665,63300.17894,21.180,63300.17894,63330.27208,64.42452,94.51765,235.94681,-0.48929,658.85
11683,63179.25445,22.229,63179.25445,63188.10921,13.02239,21.87715,346.44091,-1.01385,962.71
11713,63241.14001,19.576,63241.14001,63247.11031,1.73087,7.70116,126.48825,-0.46686,357.84
11721,63331.16308,20.673,63331.16308,63331.16358,4.60040,4.60090,197.23707,0.02487,552.40
11737,63276.27013,19.482,63276.27013,63334.04381,26.34509,84.11877,291.18281,-0.40365,810.75
11741,63273.21527,20.996,63273.21527,63327.06594,28.05119,81.90186,152.81249,-0.43204,430.23
11750,63213.23495,21.898,63213.23495,63272.14427,27.52134,86.43066,309.54744,-0.83710,861.26
11755,63327.18086,18.997,63327.18086,63367.08622,7.21715,47.12250,241.58029,-0.01110,674.35
11759,63241.31087,19.876,63241.31087,63278.18180,5.84013,42.71105,209.24110,-0.49105,585.41
11774,63215.07515,20.083,63215.07515,63215.07566,11.34708,11.34759,81.50311,-0.70041,234.13
11775,63305.16938,13.424,63305.16938,63367.07193,2.59289,64.49543,9.17386,-0.10605,35.23
11780,63329.14027,14.918,63329.14027,63388.06323,23.25269,82.17566,16.12106,-0.08792,54.33
11781,63276.27318,21.516,63276.27318,63307.16885,48.08730,78.98296,190.82342,-0.53664,534.76
11784,63330.25567,20.445,63330.25567,63337.23734,43.98213,50.96380,229.94446,-0.19595,642.35
11785,63244.24600,15.160,63244.24600,63332.18398,5.60963,93.54761,2.93022,-0.47158,18.06
11793,63150.08529,18.168,63150.08529,63161.13310,2.47605,13.52385,63.34117,-1.25439,184.19
11798,63329.13722,19.009,63329.13722,63388.04988,17.36850,76.28117,59.95975,-0.05579,174.89
11801,63331.13807,17.073,63331.13807,63367.08672,1.35524,37.30390,147.38426,0.04243,415.31
11828,63239.11561,21.273,63239.11561,63241.14103,3.86041,5.88583,88.76899,-0.49238,254.11
11830,63241.23137,16.250,63241.23137,63335.01896,5.53201,99.31961,45.63843,-0.48963,135.51
11831,63184.17429,17.083,63184.17429,63243.06139,15.08198,73.96908,75.78485,-0.98502,218.41
11833,63213.23334,21.537,63213.23334,63241.22614,24.27951,52.27231,158.83600,-0.81110,446.80
11835,63301.07856,19.511,63301.07856,63306.02649,1.76033,6.70826,310.00048,-0.12392,862.50
11848,63210.16534,23.564,63210.16534,63210.16585,24.31921,24.31972,63.36889,-0.83602,184.26
11869,63239.23457,17.630,63239.23457,63332.18807,4.40551,97.35901,78.00182,-0.49502,224.50
11870,63241.21694,17.321,63241.21694,63269.18527,14.85705,42.82539,13.92987,-0.54826,48.31
11872,63276.31834,20.868,63276.31834,63329.18321,5.69928,58.56415,247.87377,-0.28380,691.65
11873,63179.25072,13.592,63179.25072,63244.10995,8.15818,73.01742,1.21042,-0.96559,13.33
11876,63299.17312,20.633,63299.17312,63331.11961,8.24641,40.19290,285.25708,-0.17016,794.46
11878,63332.34036,21.084,63332.34036,63333.35224,77.54470,78.55659,17.48365,-0.37496,58.08
11886,63184.16510,19.926,63184.16510,63190.04551,1.46474,7.34515,351.96288,-0.86197,977.90
11896,63330.35016,22.259,63330.35016,63337.33596,73.21850,80.20430,123.33974,-0.36132,349.18
11905,63151.11365,20.847,63151.11365,63153.16454,1.58946,3.64034,257.31078,-1.22240,717.60
11908,63304.07678,20.938,63304.07678,63329.00569,26.32810,51.25700,145.82636,-0.24355,411.02
11916,63274.25794,22.568,63274.25794,63308.11902,47.27290,81.13398,286.13081,-0.54427,796.86
11919,63241.31087,21.007,63241.31087,63249.25846,5.15798,13.10557,158.96276,-0.48684,447.15
11921,63153.21348,19.980,63153.21348,63188.10004,10.59473,45.48129,251.57206,-1.35852,701.82
11928,63150.08019,22.317,63150.08019,63151.16417,5.29778,6.38176,257.84927,-1.30837,719.09
11936,63273.21883,20.989,63273.21883,63327.06900,19.89187,73.74204,322.42551,-0.38358,896.67
11944,63301.34220,17.654,63301.34220,63337.23734,13.19659,49.09173,66.59002,-0.18556,193.12
11947,63417.13193,20.572,63417.13193,63417.13243,57.60677,57.60728,155.29913,0.20595,437.07
11965,63161.28085,16.923,63161.28085,63240.18240,9.03841,87.93996,39.32005,-1.18132,118.13
11968,63328.35832,18.777,63328.35832,63367.23406,40.45549,79.33122,186.58080,-0.18690,523.10
11976,63179.24609,16.208,63179.24609,63269.11899,2.87228,92.74518,26.61873,-0.91671,83.20
11986,63179.25072,18.893,63179.25072,63249.11955,8.62722,78.49605,38.98853,-0.97010,117.22
11996,63356.99684,15.565,63356.99684,63367.09282,50.82562,60.92161,21.47405,-0.08637,69.05
12002,63273.19891,21.402,63273.19891,63278.17212,26.29038,31.26359,27.02010,-0.42160,84.31
12006,63276.18379,18.894,63276.18379,63308.13132,51.73163,83.67915,84.92967,-0.56048,243.56
12012,63269.17818,21.652,63269.17818,63275.05038,8.50196,14.37415,321.72134,-0.34075,894.73
12013,63357.98802,19.511,63357.98802,63365.99943,18.18661,26.19803,21.75384,0.09716,69.82
12021,63331.30847,22.431,63331.30847,63333.34970,64.29702,66.33825,161.83561,-0.30434,455.05
12022,63327.17323,17.306,63327.17323,63367.07960,16.85059,56.75696,116.20087,-0.06368,329.55
12023,63161.28237,12.262,63161.28237,63244.13340,8.13314,90.98416,7.67301,-1.16851,31.10
12037,63276.30256,22.474,63276.30256,63278.33191,5.75507,7.78442,191.46119,-0.28421,536.52
12041,63151.16366,19.216,63151.16366,63245.07986,3.86247,97.77866,289.42622,-1.25983,805.92
12052,63239.11612,19.074,63239.11612,63241.11542,10.50732,12.50663,32.19697,-0.53396,98.54
12065,63153.16556,17.413,63153.16556,63185.05821,0.85516,32.74780,156.97916,-1.18035,441.69
12073,63247.20738,18.479,63247.20738,63278.31350,60.82237,91.92849,15.52556,-0.83165,52.70
12076,63301.34482,17.905,63301.34482,63367.22608,12.46450,78.34575,154.75858,-0.18148,435.59
12088,63248.17380,17.992,63248.17380,63275.04729,5.00868,31.88217,26.28097,-0.44407,82.27
12091,63330.34914,22.022,63330.34914,63337.33545,68.07303,75.05934,85.69320,-0.33151,245.66
12119,63417.14108,18.112,63417.14108,63417.14159,49.26815,49.26866,123.40184,0.25267,349.36
12131,63184.15591,17.021,63184.15591,63188.08454,0.91037,4.83900,63.51810,-0.85742,184.67
12142,63239.11561,21.024,63239.11561,63241.14052,2.45688,4.48179,308.64957,-0.48372,858.79
12148,63273.19790,19.006,63273.19790,63336.99686,21.24010,85.03906,70.93024,-0.39164,205.06
12160,63273.19790,15.298,63273.19790,63327.07104,14.40934,68.28248,8.11096,-0.35168,32.31
12163,63179.24507,20.889,63179.24507,63185.24838,4.60672,10.61003,258.93275,-0.93241,722.07
12183,63241.12471,20.111,63241.12471,63247.11646,13.41590,19.40766,227.19560,-0.53966,634.79
12189,63330.36804,19.160,63330.36804,63337.33545,71.53534,78.50275,41.71752,-0.35142,124.72
12206,63301.25565,18.846,63301.25565,63305.35532,2.03852,6.13819,148.18340,-0.12448,417.50
12214,63276.18583,20.440,63276.18583,63308.12979,46.13448,78.07844,179.07420,-0.52485,502.45
12227,63241.19913,17.790,63241.19913,63304.08594,14.97316,77.85997,183.53067,-0.54911,514.71
12243,63150.08478,20.682,63150.08478,63153.21703,5.87720,9.00946,296.12745,-1.32073,824.35
