sid,peak_mjd,peak_mag,first_det_mjd,last_det_mjd,rise_time_days,fade_time_days,ra,dec,distance_Mpc
349,63304.20614,17.484,63304.20614,63338.10061,26.00138,59.89584,34.21771,-0.24099,104.10
375,63327.17730,20.002,63327.17730,63331.13654,3.67073,7.62998,53.20201,0.00821,156.31
383,63357.98802,20.386,63357.98802,63365.99893,21.97013,29.98103,172.57304,0.07647,484.58
384,63335.23859,17.411,63335.23859,63388.04683,1.28912,54.09735,135.48941,0.06517,382.60
394,63328.35987,12.847,63328.35987,63367.23715,35.91421,74.79149,4.42897,-0.16176,22.18
408,63239.11256,17.834,63239.11256,63247.10725,2.26785,10.26255,38.31103,-0.48257,115.36
414,63303.27795,22.750,63303.27795,63303.28512,67.09716,67.10433,10.43982,-0.48666,38.71
416,63241.19297,15.895,63241.19297,63304.08391,12.68733,75.57827,51.48788,-0.53461,151.59
422,63334.06331,12.470,63334.06331,63334.06432,22.52018,22.52119,1.95474,-0.05702,15.38
463,63179.24150,19.952,63179.24150,63249.11439,15.75690,85.62979,108.48335,-1.04285,308.33
472,63333.35940,19.108,63333.35940,63367.27510,31.90632,65.82202,42.91831,-0.11221,128.03
473,63329.36958,19.222,63329.36958,63367.20469,17.14784,54.98295,48.27406,-0.05331,142.75
481,63329.18015,22.619,63329.18015,63331.12525,38.53469,40.47979,78.34627,-0.17171,225.45
483,63179.23385,21.074,63179.23385,63243.07214,21.43348,85.27177,114.13473,-1.10803,323.87
487,63179.10243,18.704,63179.10243,63190.04170,9.60302,20.54229,81.21343,-0.98102,233.34
509,63330.36804,22.575,63330.36804,63337.33545,73.65292,80.62033,41.70842,-0.36374,124.70
511,63298.14695,20.360,63298.14695,63329.00111,20.69201,51.54617,303.11756,-0.24520,843.57
518,63367.27408,13.381,63367.27408,63367.27459,68.86753,68.86804,5.28582,-0.12893,24.54
537,63275.12789,20.628,63275.12789,63338.08815,32.98988,95.95014,58.95047,-0.45028,172.11
546,63327.17221,19.951,63327.17221,63367.08165,11.85633,51.76577,141.32618,-0.03643,398.65
582,63188.09546,20.282,63188.09546,63245.07579,36.55654,93.53688,37.79270,-1.19155,113.93
589,63304.21238,13.832,63304.21238,63338.10275,20.27503,54.16540,8.93633,-0.20894,34.57
591,63330.33875,21.873,63330.33875,63336.33737,12.80978,18.80841,161.35464,-0.02437,453.73
594,63307.17656,12.084,63307.17656,63338.09906,35.40299,66.32549,2.63320,-0.27725,17.24
599,63274.25330,20.509,63274.25330,63330.27208,43.22362,99.24240,223.32878,-0.51870,624.15
607,63330.20052,17.164,63330.20052,63388.05090,15.73524,73.58562,41.07747,-0.04107,122.96
609,63153.22058,19.237,63153.22058,63244.13187,5.26764,96.17893,158.43193,-1.24842,445.69
631,63179.25445,23.034,63179.25445,63179.25496,14.60462,14.60513,296.12991,-1.03038,824.36
666,63153.21957,20.999,63153.21957,63161.28034,4.60060,12.66137,290.67538,-1.23715,809.36
674,63239.11408,19.759,63239.11408,63241.08948,15.18865,17.16404,214.27662,-0.56388,599.26
675,63244.23631,21.742,63244.23631,63302.32778,41.20234,99.29382,141.25287,-0.70537,398.45
695,63273.21374,19.822,63273.21374,63327.06440,43.59235,97.44301,190.63514,-0.52756,534.25
701,63302.22037,18.551,63302.22037,63365.97906,9.65551,73.41420,116.09724,-0.16111,329.27
705,63216.21020,22.135,63216.21020,63241.12214,12.88832,37.80026,202.13618,-0.70331,565.87
715,63328.30253,21.684,63328.30253,63335.24944,15.91394,22.86085,66.66456,-0.05240,193.33
725,63218.22828,19.826,63218.22828,63249.30634,15.16613,46.24419,14.78847,-0.70517,50.67
727,63332.33680,19.160,63332.33680,63333.34816,48.93820,49.94957,23.59096,-0.21195,74.88
738,63306.17238,20.902,63306.17238,63306.17288,51.32656,51.32707,141.88528,-0.37467,400.18
746,63184.15796,20.533,63184.15796,63188.08557,4.23270,8.16031,119.91390,-0.88553,339.76
753,63327.17221,18.310,63327.17221,63367.08063,5.95064,45.85906,172.75082,-0.00424,485.06
768,63273.21068,16.862,63273.21068,63301.15513,52.51081,80.45526,39.82661,-0.58481,119.52
791,63328.36097,20.181,63328.36097,63364.29325,44.51047,80.44275,149.04939,-0.20943,419.89
794,63328.35577,13.629,63328.35577,63367.23976,21.87873,60.76272,10.74052,-0.08470,39.54
802,63416.33628,22.136,63416.33628,63417.33428,88.66185,89.65984,320.40700,0.03093,891.12
810,63275.16284,16.465,63275.16284,63335.00472,10.25462,70.09650,1.44274,-0.31638,13.97
811,63182.04997,10.501,63182.04997,63190.05172,2.52497,10.52672,5.96873,-0.88898,26.41
857,63273.21680,18.895,63273.21680,63327.06695,14.08074,67.93090,316.21166,-0.34966,879.58
866,63301.33654,19.993,63301.33654,63305.35838,2.87402,6.89586,311.60611,-0.12862,866.92
868,63331.31054,19.392,63331.31054,63364.34241,52.63676,85.66864,35.95049,-0.23836,108.86
871,63273.21680,17.506,63273.21680,63327.06695,10.15107,64.00122,8.33043,-0.32696,32.91
872,63239.11408,21.279,63239.11408,63241.08948,13.67056,15.64595,352.52087,-0.55412,979.43
880,63247.21858,17.317,63247.21858,63330.18920,7.02137,89.99199,147.29039,-0.46206,415.05
884,63241.23188,16.397,63241.23188,63335.01998,5.70401,99.49211,70.82719,-0.49069,204.77
887,63307.28593,16.215,63307.28593,63329.22316,41.81813,63.75537,47.19913,-0.31317,139.80
908,63278.33602,17.744,63278.33602,63332.18398,30.01730,83.86526,90.87706,-0.41319,259.91
915,63330.21021,19.409,63330.21021,63335.23452,1.07130,6.09561,343.07969,0.03891,953.47
928,63278.33191,22.712,63278.33191,63278.33243,17.30905,17.30957,210.32203,-0.33874,588.39
934,63241.29248,20.850,63241.29248,63241.29299,29.75623,29.75674,278.04708,-0.64598,774.63
939,63330.32648,15.901,63330.32648,63333.34867,59.23808,62.26027,36.14243,-0.28114,109.39
952,63150.07969,20.942,63150.07969,63153.21297,4.37017,7.50346,88.12674,-1.28955,252.35
963,63275.05198,17.457,63275.05198,63335.00726,10.89163,70.84691,45.23899,-0.32067,134.41
967,63299.23992,18.432,63299.23992,63307.16936,73.71725,81.64669,58.88768,-0.55361,171.94
971,63328.36199,14.964,63328.36199,63367.23823,31.63673,70.51296,10.81965,-0.13818,39.75
976,63301.34689,19.373,63301.34689,63337.24927,3.49367,39.39606,167.40509,-0.13197,470.36
981,63179.08098,19.224,63179.08098,63185.03836,9.34563,15.30301,294.59083,-0.97871,820.12
987,63161.12444,13.799,63161.12444,63190.06191,6.58588,35.52334,18.03841,-1.14959,59.61
992,63247.21188,20.336,63247.21188,63276.17251,55.24977,84.21040,285.70874,-0.78759,795.70
997,63275.06013,18.215,63275.06013,63275.06318,20.18443,20.18748,0.83116,-0.37449,12.29
1016,63366.38827,19.581,63366.38827,63417.26949,45.74738,96.62860,244.11386,-0.00741,681.31
1026,63241.30986,22.151,63241.30986,63269.16493,16.69993,44.55501,341.11282,-0.55947,948.06
1045,63336.34252,18.051,63336.34252,63367.24535,5.08140,35.98424,117.55686,0.05049,333.28
1050,63241.22882,22.558,63241.22882,63242.28923,8.99656,10.05697,240.42570,-0.51117,671.17
1068,63306.02547,12.130,63306.02547,63334.06585,1.27870,29.31907,8.36193,-0.09416,33.00
1076,63179.25072,20.745,63179.25072,63244.10944,9.31238,74.17110,196.03742,-0.97673,549.10
1081,63273.19841,20.172,63273.19841,63329.02254,22.37339,78.19753,328.56186,-0.39832,913.55
1088,63330.21939,14.825,63330.21939,63388.05193,0.24817,58.08071,173.01875,0.04345,485.80
1096,63329.14893,21.533,63329.14893,63330.20052,10.14552,11.19711,78.78838,-0.01633,226.67
1100,63276.31987,15.977,63276.31987,63304.20455,14.30557,42.19025,2.70253,-0.33302,17.43
1103,63151.18659,17.013,63151.18659,63245.08191,0.19465,94.08996,302.10259,-1.19968,840.78
1115,63184.16612,15.415,63184.16612,63211.05767,2.88030,29.77185,25.07063,-0.87390,78.94
1122,63328.35525,21.145,63328.35525,63367.24892,16.47793,55.37159,299.71054,-0.05519,834.20
1143,63184.17429,20.106,63184.17429,63211.07448,12.24961,39.14980,295.64308,-0.95766,823.02
1147,63182.04843,19.460,63182.04843,63182.05150,0.79799,0.80106,288.50020,-0.87420,803.38
1152,63270.11397,18.792,63270.11397,63278.31555,91.67190,99.87348,34.59428,-0.89840,105.13
1164,63307.18584,16.765,63307.18584,63338.10377,21.78385,52.70177,52.87094,-0.20079,155.40
1170,63386.13400,19.780,63386.13400,63425.99825,50.72752,90.59178,142.01335,0.07312,400.54
1196,63330.34384,19.876,63330.34384,63386.14830,35.65783,91.46229,79.48725,-0.14941,228.59
1201,63330.21429,21.118,63330.21429,63330.21531,3.55148,3.55250,198.32716,0.02541,555.40
1206,63239.22227,20.938,63239.22227,63298.05087,12.55057,71.37918,216.56104,-0.54627,605.54
1229,63239.23405,13.572,63239.23405,63332.18959,3.00160,95.95714,21.41521,-0.48635,68.89
1237,63185.24992,17.693,63185.24992,63272.14893,2.18935,89.08836,152.18425,-0.85896,428.51
1248,63182.04691,19.938,63182.04691,63182.04792,2.48283,2.48385,319.81156,-0.88864,889.48
1262,63274.25434,22.202,63274.25434,63306.17698,32.01865,63.94129,116.61720,-0.44969,330.70
1271,63333.35584,19.593,63333.35584,63367.27869,56.67523,90.59807,137.06365,-0.24955,386.93
1310,63302.22139,18.154,63302.22139,63367.07347,11.16399,76.01606,141.29450,-0.16943,398.56
1314,63179.23589,15.424,63179.23589,63249.11134,17.91793,87.79338,13.87512,-1.06678,48.16
1322,63273.20044,19.974,63273.20044,63278.19259,36.21763,41.20979,1.97032,-0.48173,15.42
1331,63239.22633,20.253,63239.22633,63244.24906,2.72961,7.75233,178.77257,-0.48472,501.62
1357,63330.20257,22.135,63330.20257,63335.24470,22.18794,27.23006,166.92326,-0.07629,469.04
1359,63271.26124,19.291,63271.26124,63334.04542,14.62779,77.41196,58.82101,-0.36422,171.76
1370,63274.25587,17.047,63274.25587,63330.27310,25.56408,81.58131,34.85165,-0.41097,105.84
1376,63215.15995,19.686,63215.15995,63249.28896,63.66793,97.79693,234.60101,-1.19224,655.15
1382,63328.30670,19.382,63328.30670,63386.14776,9.64884,67.48990,192.45627,-0.01821,539.25
1396,63337.25745,17.896,63337.25745,63425.99214,6.30891,95.04360,192.56334,0.04879,539.55
1427,63275.12015,20.305,63275.12015,63276.31987,15.78339,16.98311,27.87699,-0.34850,86.66
1440,63274.25587,21.767,63274.25587,63300.18149,25.42915,51.35477,85.08976,-0.41017,244.00
1444,63241.19348,21.688,63241.19348,63248.17533,16.04876,23.03060,70.24473,-0.55603,203.17
1446,63241.31290,21.637,63241.31290,63269.19037,10.43754,38.31501,328.48157,-0.51967,913.32
1451,63331.14628,19.672,63331.14628,63358.00431,19.72930,46.58734,222.40401,-0.05771,621.61
1452,63329.16172,20.334,63329.16172,63367.07807,10.31371,48.23006,311.08926,-0.01718,865.50
1454,63151.11213,18.337,63151.11213,63153.16454,1.05496,3.10737,125.24428,-1.21399,354.42
1480,63241.12471,17.713,63241.12471,63304.08238,6.32352,69.28119,151.83578,-0.49519,427.55
1498,63179.10294,21.145,63179.10294,63190.05529,10.87557,21.82792,125.16251,-0.99360,354.20
1518,63357.33509,16.365,63357.33509,63417.27051,27.81596,87.75137,55.59231,0.04099,162.88
1522,63330.25721,20.952,63330.25721,63335.22125,38.81660,43.78063,317.81720,-0.16732,884.00
1527,63338.10428,19.745,63338.10428,63338.10479,60.48576,60.48627,172.22577,-0.24428,483.62
1531,63249.25897,18.419,63249.25897,63304.06862,5.63823,60.44787,45.81943,-0.44132,136.00
1535,63329.14027,18.854,63329.14027,63388.06323,22.43288,81.35584,173.20432,-0.08344,486.31
1554,63329.15046,17.687,63329.15046,63388.05295,1.48594,60.38843,84.95901,0.03087,243.64
1559,63328.37832,20.876,63328.37832,63336.33635,3.74562,11.70365,312.18202,0.01435,868.50
1565,63215.26133,22.086,63215.26133,63215.26184,2.57347,2.57398,165.93530,-0.63814,466.32
1586,63330.32750,21.386,63330.32750,63364.29170,50.23325,84.19745,124.07072,-0.23040,351.19
1606,63241.22882,23.350,63241.22882,63241.23137,5.54481,5.54736,347.22680,-0.48973,964.87
1610,63329.15661,20.522,63329.15661,63388.05658,26.02153,84.92150,91.09251,-0.10299,260.50
1624,63337.25898,18.231,63337.25898,63367.20979,15.11433,45.06515,142.28448,0.00079,401.28
1629,63327.17221,20.575,63327.17221,63367.08063,11.11692,51.02534,147.61756,-0.03240,415.95
1634,63215.16300,19.169,63215.16300,63239.18610,54.93001,78.95311,353.87538,-1.07917,983.16
1641,63330.21021,14.751,63330.21021,63423.05558,4.26662,97.11199,35.20368,0.02149,106.81
1644,63327.39025,18.327,63327.39025,63330.35629,93.23335,96.19939,66.73510,-0.49918,193.52
1664,63274.25434,21.842,63274.25434,63329.13007,30.47833,85.35407,330.26241,-0.44039,918.22
1683,63276.18940,21.501,63276.18940,63329.22061,37.61130,90.64250,103.62776,-0.47194,294.98
1691,63273.21578,22.188,63273.21578,63278.19412,26.73023,31.70857,328.73535,-0.42412,914.02
1699,63246.17695,19.501,63246.17695,63249.28539,83.83873,86.94717,259.86108,-1.05539,724.62
1701,63270.13035,20.563,63270.13035,63307.17038,40.64384,77.68387,354.30670,-0.52841,984.34
1709,63248.20630,19.958,63248.20630,63249.23455,3.33834,4.36660,102.25847,-0.43382,291.21
1723,63273.19790,18.967,63273.19790,63278.17671,13.85499,18.83380,202.86837,-0.34847,567.89
1725,63161.27627,20.585,63161.27627,63188.10361,14.78590,41.61324,19.87558,-1.27461,64.66
1732,63182.04997,20.830,63182.04997,63190.04909,2.08081,10.07993,269.89407,-0.88515,752.21
1740,63241.08592,15.118,63241.08592,63241.08643,0.61146,0.61197,88.45191,-0.46037,253.24
1745,63333.10671,18.699,63333.10671,63386.00139,8.40204,61.29672,228.80173,0.01474,639.20
1748,63241.31239,17.240,63241.31239,63275.17761,0.53383,34.39905,171.40818,-0.45852,481.37
1766,63336.34252,19.281,63336.34252,63417.12224,1.23685,82.01657,356.33630,0.07148,989.92
1769,63331.14628,20.569,63331.14628,63358.00330,10.91334,37.77035,297.81165,-0.00963,828.98
1773,63274.24821,20.576,63274.24821,63278.30782,80.77667,84.83628,317.58303,-0.77600,883.35
1789,63239.22481,16.382,63239.22481,63298.05139,10.60826,69.43484,27.98808,-0.53391,86.97
1798,63332.33578,21.442,63332.33578,63333.36648,38.08177,39.11247,199.54281,-0.15179,558.74
1813,63329.14230,20.929,63329.14230,63388.06582,21.63043,80.55395,85.34235,-0.07904,244.69
1818,63278.29705,21.793,63278.29705,63327.39484,48.76484,97.86263,179.70992,-0.52812,504.20
1822,63241.31391,20.499,63241.31391,63298.13374,25.89973,82.71956,190.31671,-0.61977,533.37
1826,63329.13722,18.846,63329.13722,63388.04988,18.95497,77.86764,185.64748,-0.06445,520.53
1834,63331.12117,22.520,63331.12117,63331.14833,16.24899,16.27615,78.08980,-0.03885,224.75
1836,63212.07816,10.935,63212.07816,63212.08152,15.53416,15.53751,0.20453,-0.75280,10.56
1844,63301.25565,17.432,63301.25565,63386.14317,3.91483,88.80235,60.25140,-0.13479,175.69
1858,63334.06686,20.711,63334.06686,63356.98918,26.58554,49.50786,90.15591,-0.07920,257.93
1860,63299.16694,19.034,63299.16694,63307.16681,51.42165,59.42152,209.68011,-0.41660,586.62
1869,63328.36352,21.163,63328.36352,63329.34770,6.36379,7.34797,299.82134,-0.00000,834.51
1871,63304.07780,17.970,63304.07780,63335.00676,32.84401,63.77297,158.33126,-0.28031,445.41
1886,63241.30729,20.602,63241.30729,63298.13323,39.46257,96.28851,45.80135,-0.71391,135.95
1890,63188.08929,18.328,63188.08929,63245.08343,24.35600,81.35014,82.03240,-1.04017,235.59
1894,63188.11485,17.990,63188.11485,63273.05022,4.48915,89.42452,113.89012,-0.85426,323.20
1895,63179.25445,18.039,63179.25445,63249.10776,14.55940,84.41271,63.72051,-1.02990,185.23
1898,63328.36199,16.647,63328.36199,63367.23823,30.54857,69.42480,23.38084,-0.13219,74.30
1899,63247.11390,15.284,63247.11390,63247.11441,3.16370,3.16421,19.77660,-0.43934,64.39
1901,63241.23035,13.923,63241.23035,63335.01692,4.85990,98.64647,7.82044,-0.48549,31.51
1906,63218.20941,20.027,63218.20941,63249.29457,25.21429,56.29945,159.42655,-0.77964,448.42
1929,63185.25662,21.857,63185.25662,63215.17683,12.36946,42.28967,158.10426,-0.94861,444.79
1946,63308.12259,16.910,63308.12259,63330.24885,40.71352,62.83978,72.48539,-0.30207,209.33
1948,63211.05614,12.043,63211.05614,63245.07070,35.54409,69.55865,6.42995,-0.92447,27.68
1949,63416.33475,20.460,63416.33475,63417.33275,96.53114,97.52914,332.98649,-0.01197,925.71
1955,63328.30515,21.049,63328.30515,63367.22506,23.23888,62.15879,349.45566,-0.09241,971.00
1959,63216.20969,17.840,63216.20969,63241.12367,0.59799,25.51198,220.97817,-0.61845,617.69
1965,63275.15520,19.047,63275.15520,63327.07256,32.78733,84.70469,27.00623,-0.44889,84.27
1967,63417.14108,20.784,63417.14108,63417.14159,47.87964,47.88015,305.63223,0.26049,850.49
1988,63329.14587,20.320,63329.14587,63386.14012,6.32290,63.31714,355.43254,0.00448,987.44
2002,63330.20767,19.528,63330.20767,63388.04324,20.41373,78.24930,343.07106,-0.06657,953.45
2007,63241.06499,14.109,63241.06499,63275.06419,1.97218,35.97138,50.99003,-0.46879,150.22
2013,63241.29401,21.117,63241.29401,63298.13221,36.48932,93.32752,158.78787,-0.69276,446.67
2017,63357.33611,21.756,63357.33611,63366.39133,43.15300,52.20822,11.53569,-0.04261,41.72
2030,63241.22933,11.251,63241.22933,63329.01488,6.92755,94.71310,7.85930,-0.49828,31.61
2051,63151.11315,15.828,63151.11315,63190.06396,3.48222,42.43304,5.84296,-1.25401,26.07
2055,63278.32625,20.381,63278.32625,63329.20021,13.84164,64.71560,172.72746,-0.31881,485.00
2063,63179.25072,16.460,63179.25072,63249.11955,11.93033,81.79916,32.65264,-1.00273,99.79
2084,63330.34079,22.265,63330.34079,63337.25490,8.39244,15.30656,242.93259,-0.00028,678.06
2096,63179.23691,18.066,63179.23691,63249.11235,20.82375,90.69919,14.03258,-1.10060,48.59
2101,63239.21769,21.279,63239.21769,63278.31955,37.90170,77.00356,47.07065,-0.71773,139.44
2102,63161.28135,19.917,63161.28135,63244.13238,10.68447,93.53549,290.49992,-1.20567,808.87
2113,63179.25188,21.513,63179.25188,63184.15437,3.48955,8.39204,220.71939,-0.92220,616.98
2129,63304.20830,18.178,63304.20830,63329.17554,11.11115,36.07840,9.07378,-0.15817,34.95
2143,63241.19246,20.813,63241.19246,63275.16945,6.60784,40.58482,290.30354,-0.49653,808.33
2148,63239.11510,22.257,63239.11510,63241.11542,9.09211,11.09244,277.23266,-0.52503,772.39
2161,63241.19195,20.594,63241.19195,63248.15082,5.53413,12.49300,95.47684,-0.48989,272.56
2168,63331.30234,22.089,63331.30234,63332.34087,87.71904,88.75756,118.01078,-0.44155,334.53
2177,63180.21187,19.242,63180.21187,63249.11955,11.85885,80.76652,296.60845,-0.99235,825.67
2183,63239.11923,21.201,63239.11923,63241.11594,11.11249,13.10921,51.15741,-0.53777,150.68
2188,63184.15642,17.294,63184.15642,63188.08557,1.56872,5.49787,94.84175,-0.86291,270.81
2190,63301.33552,16.551,63301.33552,63388.04222,3.71426,90.42096,41.46698,-0.13325,124.03
2209,63190.04323,21.426,63190.04323,63211.05971,22.09011,43.10659,37.49454,-0.99635,113.11
2210,63188.21668,20.118,63188.21668,63269.13688,16.29404,97.21424,359.91552,-0.95768,999.77
2216,63301.27556,17.074,63301.27556,63365.98720,2.60490,67.31655,41.04691,-0.12748,122.88
2217,63179.24303,20.901,63179.24303,63188.21719,4.54374,13.51790,334.66759,-0.93186,930.34
2226,63305.16476,19.487,63305.16476,63357.98015,3.39321,56.20861,253.89807,-0.11046,708.22
2232,63270.13035,22.410,63270.13035,63275.10386,36.23277,41.20628,33.84763,-0.50079,103.08
2235,63185.24838,21.878,63185.24838,63188.22076,8.61895,11.59132,315.45620,-0.91442,877.50
2243,63278.30011,21.219,63278.30011,63306.16984,40.54176,68.41148,91.63775,-0.47696,262.00
2258,63271.26124,18.300,63271.26124,63334.04542,10.28828,73.07245,21.13873,-0.33903,68.13
2285,63306.03006,15.213,63306.03006,63334.04849,18.50479,46.52322,33.68986,-0.18900,102.65
2298,63241.31239,14.479,63241.31239,63336.99788,3.64811,99.33360,1.74864,-0.47754,14.81
2311,63301.27401,13.438,63301.27401,63388.05811,9.42353,96.20764,28.34758,-0.16505,87.96
2315,63276.31681,17.969,63276.31681,63329.18168,0.60304,53.46792,103.49029,-0.25500,294.60
2323,63301.33603,18.767,63301.33603,63305.35838,5.40888,9.43122,28.89984,-0.14257,89.47
2341,63190.04858,16.221,63190.04858,63211.05920,13.55358,34.56421,24.88974,-0.91562,78.45
2348,63150.08426,18.378,63150.08426,63161.13259,3.39896,14.44729,32.01435,-1.27099,98.04
2349,63218.20839,16.652,63218.20839,63249.30737,25.75977,56.85875,8.55234,-0.78384,33.52
2350,63275.16385,16.263,63275.16385,63335.00472,3.37389,63.21476,20.26397,-0.27716,65.73
2359,63278.29807,18.361,63278.29807,63335.15860,39.82491,96.68544,54.04664,-0.47258,158.63
2362,63218.20890,22.667,63218.20890,63218.21145,15.25240,15.25495,171.95356,-0.70593,482.87
2381,63327.39280,19.324,63327.39280,63335.15758,84.45467,92.21945,85.51284,-0.44544,245.16
2391,63273.20914,21.468,63273.20914,63301.15411,56.27617,84.22114,272.18710,-0.60964,758.51
2393,63301.34482,10.301,63301.34482,63337.24513,5.16773,41.06803,3.93650,-0.14119,20.83
2411,63366.38930,22.743,63366.38930,63366.38981,41.05230,41.05281,350.85255,0.01819,974.84
2423,63386.13860,21.388,63386.13860,63388.04734,49.55027,51.45901,34.89644,0.07958,105.97
2441,63275.05249,18.095,63275.05249,63304.07831,4.35649,33.38231,57.74016,-0.28336,168.79
2448,63299.17211,18.990,63299.17211,63338.10530,22.50683,61.44002,209.87217,-0.24964,587.15
2462,63247.11953,13.150,63247.11953,63304.08137,1.71496,58.67680,32.54691,-0.43060,99.50
2466,63305.16425,22.950,63305.16425,63307.18635,16.66372,18.68582,297.87871,-0.18359,829.17
2478,63331.14678,19.491,63331.14678,63358.00177,5.10232,31.95731,134.41808,0.02204,379.65
2481,63327.17984,19.727,63327.17984,63331.13858,2.53979,6.49852,84.54246,0.01439,242.49
2499,63301.25361,17.411,63301.25361,63388.06323,1.06031,87.86993,179.49601,-0.11912,503.61
2512,63357.33355,17.788,63357.33355,63367.27306,70.57505,80.51457,43.00144,-0.19325,128.25
2532,63329.13925,21.568,63329.13925,63330.21633,2.27337,3.35045,248.57840,0.02652,693.59
2535,63329.13823,22.220,63329.13823,63330.21786,9.33537,10.41499,210.81735,-0.01197,589.75
2537,63327.39025,21.860,63327.39025,63330.35629,95.28753,98.25357,135.82146,-0.51198,383.51
2542,63244.24702,22.186,63244.24702,63278.32214,23.55879,57.63391,122.29814,-0.58489,346.32
2554,63215.16148,21.261,63215.16148,63249.28692,56.46106,90.58650,102.67959,-1.09716,292.37
2563,63278.29705,20.924,63278.29705,63327.39484,49.51508,98.61287,185.96682,-0.53286,521.41
2573,63271.23864,20.337,63271.23864,63338.08610,27.21772,94.06518,297.63894,-0.43891,828.51
2582,63275.10844,21.774,63275.10844,63304.19706,69.81320,98.90182,27.62655,-0.68929,85.97
