sid,peak_mjd,peak_mag,first_det_mjd,last_det_mjd,rise_time_days,fade_time_days,ra,dec,distance_Mpc
36705,61206.21689,19.673,61206.21689,61231.00375,28.19876,52.98562,148.65952,-0.27857,418.81
36707,61113.30711,22.514,61113.30711,61142.20334,34.39377,63.29001,84.76537,-0.33553,243.10
36722,61916.30474,20.780,61916.30474,61919.20970,44.41354,47.31850,255.60153,0.10531,712.90
36726,61031.29006,22.300,61031.29006,61064.21122,16.38432,49.30548,246.81544,-0.37292,688.74
36754,61916.29251,21.525,61916.29251,61919.21529,63.31876,66.24154,186.86763,0.09490,523.89
36756,61440.32077,17.288,61440.32077,61501.19543,32.61805,93.49271,9.73554,-0.14972,36.77
36762,61027.27736,22.551,61027.27736,61031.28954,13.41980,17.43198,64.53647,-0.37354,187.48
36808,61206.21689,18.055,61206.21689,61231.00324,11.21194,35.99830,142.39405,-0.26891,401.58
36836,61647.25233,20.841,61647.25233,61652.15272,15.32135,20.22174,81.80805,-0.02634,234.97
36842,61497.05461,17.780,61497.05461,61529.07699,18.16650,50.18889,27.85212,-0.11039,86.59
36848,61822.13851,18.127,61822.13851,61916.99525,1.63710,96.49384,348.07873,0.07704,967.22
36853,61028.27988,22.296,61028.27988,61060.16826,54.57077,86.45916,120.71793,-0.39727,341.97
36854,61497.18853,18.419,61497.18853,61529.15659,49.75576,81.72382,66.38328,-0.12775,192.55
36880,62149.27170,16.406,62149.27170,62208.09031,22.80561,81.62422,2.18003,0.24708,16.00
36891,61446.27684,20.069,61446.27684,61506.13378,36.04905,95.90599,40.63999,-0.14832,121.76
36894,61113.32951,22.837,61113.32951,61142.20436,67.58291,96.45776,235.62576,-0.35484,657.97
36908,61001.22852,20.561,61001.22852,61053.15069,21.60809,73.53025,107.77166,-0.39376,306.37
36918,62149.27582,21.483,62149.27582,62208.09184,18.81103,77.62705,253.38579,0.24934,706.81
36948,61858.17505,18.460,61858.17505,61913.15715,36.96595,91.94805,3.51835,0.07743,19.68
36998,61409.07037,18.922,61409.07037,61409.07139,17.37230,17.37332,25.80392,-0.15859,80.96
37006,62157.30390,21.625,62157.30390,62186.26100,55.10413,84.06123,241.70227,0.23339,674.68
37033,61057.29766,20.451,61057.29766,61090.26279,60.30429,93.26942,172.00950,-0.38348,483.03
37043,61173.11482,20.145,61173.11482,61174.32310,44.61912,45.82740,129.95390,-0.30691,367.37
37061,61622.35775,22.114,61622.35775,61647.25233,51.89367,76.78825,358.27721,-0.06004,995.26
37075,61027.28552,23.343,61027.28552,61033.22828,83.51389,89.45664,353.20455,-0.41512,981.31
37090,61474.20839,13.334,61474.20839,61558.02429,1.11547,84.93136,21.73040,-0.11359,69.76
37091,60994.24129,21.097,60994.24129,61023.13747,21.40587,50.30205,239.29480,-0.39779,668.06
37118,61589.98774,19.401,61589.98774,61592.99535,18.84626,21.85387,28.46383,-0.05967,88.28
37120,61735.05822,19.298,61735.05822,61737.10521,0.42383,2.47083,295.91164,0.02993,823.76
37124,61652.34499,22.704,61652.34499,61652.34550,39.74009,39.74060,252.23968,-0.03693,703.66
37151,61086.26388,19.342,61086.26388,61116.17268,27.37601,57.28481,178.25103,-0.34717,500.19
37181,61861.15693,20.901,61861.15693,61861.15744,64.43075,64.43126,166.58225,0.06399,468.10
37197,61023.21174,19.751,61023.21174,61024.17111,12.88772,13.84709,346.33335,-0.37562,962.42
37203,61916.15207,18.379,61916.15207,61919.20513,14.80227,17.85533,129.70753,0.12155,366.70
37213,62149.26967,21.849,62149.26967,62150.28046,94.01698,95.02778,115.39907,0.20704,327.35
37220,61113.04386,22.619,61113.04386,61114.19574,13.03221,14.18409,140.81378,-0.32332,397.24
37226,61561.34508,21.398,61561.34508,61615.18802,18.30388,72.14683,143.75944,-0.07510,405.34
37270,61556.24287,15.862,61556.24287,61651.02082,2.66642,97.44437,60.64086,-0.06931,176.76
37278,61734.05484,21.577,61734.05484,61771.11006,23.03695,60.09218,264.50334,0.01699,737.38
37305,61795.17647,15.464,61795.17647,61855.01313,2.33336,62.17002,45.95195,0.06185,136.37
37314,61850.03565,12.497,61850.03565,61855.01313,11.30235,16.27983,8.26309,0.08706,32.72
37358,61120.24169,14.599,61120.24169,61142.20283,1.85596,23.81710,40.70090,-0.31272,121.93
37403,61143.26942,22.027,61143.26942,61150.26573,11.01525,18.01156,116.57717,-0.30475,330.59
37425,61379.09797,18.835,61379.09797,61417.08079,32.84874,70.83155,13.51662,-0.18386,47.17
37427,61735.20807,23.069,61735.20807,61737.10011,19.95468,21.84672,333.87855,0.01931,928.17
37438,62149.26967,19.132,62149.26967,62150.27944,71.03159,72.04137,140.56268,0.21992,396.55
37453,61236.21224,21.883,61236.21224,61237.16119,18.54069,19.48965,187.89640,-0.25605,526.72
37498,61209.04806,22.963,61209.04806,61209.24908,59.69708,59.89809,98.63791,-0.29494,281.25
37512,61647.28896,22.731,61647.28896,61674.22055,35.77670,62.70829,346.10754,-0.03753,961.80
37527,61858.16488,16.282,61858.16488,61890.17691,2.60690,34.61893,28.13903,0.09632,87.38
37572,61561.34558,18.656,61561.34558,61615.18751,12.48131,66.32324,55.81244,-0.07190,163.48
37587,61027.27941,20.263,61027.27941,61060.17550,4.12660,37.02269,334.57766,-0.36807,930.09
37597,61086.25827,20.299,61086.25827,61117.03986,16.93102,47.71262,241.28843,-0.34110,673.54
37599,61466.09065,21.560,61466.09065,61497.06798,12.89413,43.87146,90.36456,-0.12456,258.50
37646,61206.14001,20.208,61206.14001,61233.25971,12.83637,39.95607,224.69939,-0.26987,627.92
37684,60998.27376,22.765,60998.27376,61024.17162,52.95663,78.85449,189.24880,-0.41420,530.43
37685,61086.25308,20.659,61086.25308,61117.03782,23.66142,54.44616,27.69535,-0.34502,86.16
37705,62177.35530,21.975,62177.35530,62206.33505,55.05363,84.03338,22.33443,0.24473,71.42
37722,60998.04742,19.875,60998.04742,61023.21327,23.54610,48.71196,176.62231,-0.39680,495.71
37769,61709.31533,21.677,61709.31533,61764.16230,28.21394,83.06091,264.75251,0.00060,738.07
37841,61850.03565,17.918,61850.03565,61855.01313,5.28715,10.26463,27.10532,0.09037,84.54
37843,61619.13176,17.588,61619.13176,61650.99692,33.18697,65.05213,23.03638,-0.05155,73.35
37859,61761.27888,14.884,61761.27888,61859.14579,0.94098,98.80790,65.47139,0.04402,190.05
37863,61916.97645,22.367,61916.97645,61919.01425,22.69255,24.73034,40.55592,0.11765,121.53
37869,61497.18904,15.849,61497.18904,61589.99794,3.75436,96.56325,34.97466,-0.10238,106.18
37883,61440.32077,18.815,61440.32077,61497.18649,39.53296,96.39869,53.71781,-0.15355,157.72
37923,61210.36467,20.882,61210.36467,61211.07781,77.04350,77.75663,61.28328,-0.30414,178.53
37937,61763.27625,18.038,61763.27625,61803.19932,36.94237,76.86544,33.57254,0.02538,102.32
37941,61652.21877,20.302,61652.21877,61674.07910,5.54398,27.40430,181.59771,-0.01826,509.39
37961,62177.35530,19.853,62177.35530,62241.15677,35.73238,99.53384,103.99067,0.25565,295.97
38049,61233.19469,22.546,61233.19469,61236.20963,95.07281,98.08774,49.62519,-0.30138,146.47
38054,61467.33547,21.265,61467.33547,61529.15351,24.97710,86.79515,292.43407,-0.13055,814.19
38083,62005.99837,20.475,62005.99837,62005.99989,16.47376,16.47528,306.17436,0.17038,851.98
38090,61652.34448,17.346,61652.34448,61652.34804,47.53904,47.54261,25.96339,-0.04120,81.40
38126,62149.26510,21.306,62149.26510,62186.26507,58.09733,95.09729,348.17494,0.22718,967.48
38169,61206.18920,18.990,61206.18920,61233.25818,43.72384,70.79282,30.01904,-0.28744,92.55
38171,61206.14104,16.474,61206.14104,61211.07578,85.37620,90.31094,80.07884,-0.31135,230.22
38185,62001.99175,20.331,62001.99175,62005.99532,45.14466,49.14823,129.99590,0.15224,367.49
38202,61113.35149,9.197,61113.35149,61150.26573,0.15163,37.06587,3.46169,-0.31571,19.52
38211,61467.33292,21.932,61467.33292,61474.21760,5.90533,12.79001,216.87400,-0.12002,606.40
38212,61239.27544,12.005,61239.27544,61266.15884,0.21913,27.10252,24.53539,-0.24396,77.47
38247,61619.13278,20.828,61619.13278,61650.99794,24.42701,56.29217,305.82514,-0.04674,851.02
38297,61446.27429,21.031,61446.27429,61529.07903,13.33013,96.13487,304.43950,-0.13575,847.21
38340,61674.08215,21.575,61674.08215,61676.12439,3.07529,5.11753,156.36875,-0.00493,440.01
38386,62002.00806,21.812,62002.00806,62005.01001,5.99131,8.99326,123.40983,0.17399,349.38
38389,62177.35276,21.466,62177.35276,62186.29283,14.31005,23.25012,141.76998,0.26780,399.87
38406,61526.25861,18.753,61526.25861,61592.98105,13.54601,80.26845,110.59704,-0.09177,314.14
38411,61086.23462,16.855,61086.23462,61113.13631,0.48716,27.38885,146.57162,-0.33157,413.07
38414,61053.30815,17.068,61053.30815,61062.12784,67.98696,76.80664,33.59753,-0.39038,102.39
38443,62212.35125,17.156,62212.35125,62275.30001,23.64525,86.59401,35.86487,0.28241,108.63
38450,61916.29302,18.914,61916.29302,62005.99939,9.95368,99.66005,124.02691,0.12431,351.07
38477,61734.05433,20.544,61734.05433,61761.17772,69.33567,96.45907,76.06626,-0.00837,219.18
38505,62186.30045,20.453,62186.30045,62187.28465,0.96945,1.95365,273.35270,0.28048,761.72
38525,62157.30239,21.257,62157.30239,62187.28363,64.01231,93.99355,354.89217,0.22838,985.95
38526,61379.10001,11.876,61379.10001,61407.13367,12.75979,40.79346,7.36557,-0.17268,30.26
38534,61652.22589,20.398,61652.22589,61679.13401,29.62144,56.52956,319.54593,-0.03145,888.75
38582,61526.25708,20.749,61526.25708,61592.97799,19.35992,86.08082,85.30578,-0.09497,244.59
38610,61289.09646,21.783,61289.09646,61292.13071,12.95362,15.98787,288.62126,-0.22308,803.71
38614,61440.31513,21.042,61440.31513,61501.19028,31.82242,92.69757,336.25180,-0.14928,934.69
38615,61558.17167,21.417,61558.17167,61584.98254,6.94854,33.75941,292.91635,-0.07060,815.52
38660,61595.36453,21.076,61595.36453,61595.37479,81.39260,81.40286,62.59837,-0.09108,182.15
38665,61888.11634,19.817,61888.11634,61888.12092,4.49309,4.49767,147.06944,0.11178,414.44
38670,61763.27932,14.333,61763.27932,61803.19626,0.39510,40.31204,52.50811,0.04542,154.40
38731,61206.06131,22.153,61206.06131,61209.24856,16.18185,19.36910,35.72168,-0.27182,108.23
38761,61379.10715,19.085,61379.10715,61388.21923,47.37648,56.48855,76.51793,-0.19196,220.42
38763,61590.26957,18.755,61590.26957,61679.13452,11.06309,99.92804,68.16451,-0.05524,197.45
38785,61440.33972,23.053,61440.33972,61446.28093,26.04759,31.98881,40.85563,-0.14607,122.35
38802,61913.17672,18.797,61913.17672,62005.00391,3.10645,94.93364,267.68407,0.12637,746.13
38831,61053.30969,18.855,61053.30969,61086.23411,28.45108,61.37550,140.30830,-0.36707,395.85
38852,61382.15155,15.712,61382.15155,61417.07563,4.92223,39.84631,25.82248,-0.16663,81.01
38862,61916.15257,22.668,61916.15257,61919.20716,20.03443,23.08901,261.75157,0.11867,729.82
38871,61379.10001,21.187,61379.10001,61407.13419,40.87223,68.90641,151.83629,-0.18833,427.55
38904,61856.33026,20.038,61856.33026,61857.29209,53.46088,54.42271,218.04748,0.06736,609.63
38906,61114.09648,18.331,61114.09648,61141.99713,12.70047,40.60112,159.84069,-0.32252,449.56
38937,61920.31682,22.612,61920.31682,61921.33682,91.66252,92.68251,118.71622,0.08152,336.47
38947,61674.07757,19.510,61674.07757,61676.12083,46.35942,48.40268,81.09499,-0.02864,233.01
38968,62206.32488,19.966,62206.32488,62212.35686,23.96604,29.99802,123.34549,0.27879,349.20
38980,61862.16479,15.692,61862.16479,61920.09859,0.97382,58.90762,160.15291,0.09942,450.42
39039,60994.21650,23.064,60994.21650,60998.21258,32.67481,36.67088,220.31164,-0.40451,615.86
39052,61053.28874,17.278,61053.28874,61113.13784,28.08526,87.93435,159.09004,-0.36687,447.50
39054,62208.08776,21.308,62208.08776,62238.00574,19.57609,49.49406,259.92301,0.28229,724.79
39056,61446.27481,20.190,61446.27481,61469.22580,58.52284,81.47383,2.86239,-0.16078,17.87
39059,61232.14353,15.556,61232.14353,61233.30719,86.77830,87.94195,11.37005,-0.29723,41.27
39084,61916.15105,13.907,61916.15105,61919.20513,29.57153,32.62561,10.30880,0.11341,38.35
39088,61916.99779,22.815,61916.99779,61916.99830,12.36613,12.36664,128.33362,0.12336,362.92
39152,61822.04314,21.448,61822.04314,61855.01720,10.87488,43.84895,146.69143,0.07192,413.40
39155,61764.15262,17.566,61764.15262,61826.04863,2.03004,63.92604,189.84600,0.04500,532.08
39177,61526.25963,18.407,61526.25963,61584.98101,3.18958,61.91096,217.46269,-0.08607,608.02
39203,61713.26762,20.355,61713.26762,61795.11319,17.94988,99.79546,64.07422,0.00839,186.20
39221,61647.26254,20.657,61647.26254,61652.15936,13.19508,18.09189,332.79925,-0.02516,925.20
39236,61437.22170,19.697,61437.22170,61498.00606,23.74636,84.53071,190.95490,-0.14652,535.13
39389,61113.30711,20.002,61113.30711,61142.22807,46.71543,75.63639,160.12957,-0.34269,450.36
39390,61497.18598,17.413,61497.18598,61529.15250,0.85442,32.82094,191.88765,-0.10078,537.69
39402,61289.09032,18.522,61289.09032,61292.13071,12.83365,15.87403,162.95147,-0.22301,458.12
39426,61561.32413,21.426,61561.32413,61561.32515,98.43783,98.43885,200.49788,-0.11922,561.37
39436,61057.29766,16.780,61057.29766,61086.26235,68.87053,97.83522,40.08623,-0.38854,120.24
39442,61027.27992,21.094,61027.27992,61060.17550,12.52861,45.42419,190.04976,-0.37301,532.64
39444,61910.13487,21.049,61910.13487,61919.02391,7.98750,16.87654,116.51997,0.12199,330.43
39466,61713.26608,22.159,61713.26608,61742.22728,25.57720,54.53840,196.02060,0.00421,549.06
39469,61802.32126,17.267,61802.32126,61861.15642,34.65627,93.49144,72.28964,0.04804,208.80
39479,61910.12675,15.114,61910.12675,61920.09859,0.54225,10.51409,116.15404,0.12610,329.42
39484,61086.23360,19.536,61086.23360,61113.14144,11.89040,38.79824,146.63670,-0.33819,413.25
39485,61674.05802,20.367,61674.05802,61676.12694,81.26664,83.33557,194.00482,-0.04779,543.51
39487,62149.26307,20.800,62149.26307,62186.26151,42.98316,79.98160,222.78679,0.23569,622.66
39497,61086.32214,15.111,61086.32214,61115.23251,43.23437,72.14474,9.09274,-0.35639,35.01
39500,61709.31482,19.907,61709.31482,61766.15686,27.35678,84.19881,252.24282,0.00107,703.67
39505,61206.16308,22.303,61206.16308,61210.35959,93.66420,97.86072,130.53264,-0.31611,368.96
39565,61237.16119,18.861,61237.16119,61289.09236,43.88538,95.81655,68.53618,-0.26989,198.47
39567,61089.32181,21.213,61089.32181,61117.03782,32.46780,60.18381,291.63356,-0.34836,811.99
39599,62177.35530,20.310,62177.35530,62186.29385,49.20054,58.13909,191.94987,0.24803,537.86
39653,61266.11465,17.277,61266.11465,61292.10357,4.27135,30.26027,81.38512,-0.23112,233.81
39681,61619.13278,22.189,61619.13278,61650.99794,34.26928,66.13444,92.19684,-0.05214,263.54
39685,61526.09408,17.302,61526.09408,61529.15504,0.74930,3.81026,210.80550,-0.08482,589.72
39701,61053.08195,22.579,61053.08195,61054.22891,7.25410,8.40106,165.13148,-0.35479,464.11
39710,61326.11921,18.106,61326.11921,61389.07090,9.04764,71.99933,150.79724,-0.20014,424.69
39727,61734.06298,19.910,61734.06298,61734.06349,44.76320,44.76371,213.80632,0.00509,597.97
39732,61526.08023,22.400,61526.08023,61529.08158,27.07768,30.07903,291.95971,-0.09931,812.89
39752,61206.14155,19.123,61206.14155,61211.26066,18.73567,23.85478,142.84706,-0.27323,402.83
39771,61440.16703,18.276,61440.16703,61441.05100,5.15441,6.03839,58.58178,-0.13461,171.10
39775,62183.29152,14.731,62183.29152,62186.29131,89.01673,92.01652,3.62315,0.22893,19.96
39824,62002.00450,16.697,62002.00450,62005.99278,0.40072,4.38900,324.49057,0.17710,902.35
39828,61803.19830,21.149,61803.19830,61822.04314,12.99338,31.83821,39.87878,0.06041,119.67
39836,62149.26612,18.931,62149.26612,62205.13533,8.60721,64.47642,52.78713,0.25510,155.16
39838,61506.32609,22.164,61506.32609,61526.26116,22.21213,42.14720,230.09869,-0.10751,642.77
39839,61086.25308,20.748,61086.25308,61090.25105,77.84404,81.84201,52.82340,-0.37674,155.26
39847,61497.19363,20.130,61497.19363,61526.28001,10.70852,39.79490,53.96236,-0.10621,158.40
39858,61589.98774,22.386,61589.98774,61592.99535,21.95078,24.95839,172.99659,-0.06137,485.74
39868,61471.11335,19.520,61471.11335,61529.07394,5.05580,63.01639,172.17747,-0.11747,483.49
39891,61437.20533,19.100,61437.20533,61498.06559,26.29297,87.15323,323.15592,-0.14794,898.68
39914,61561.34508,20.984,61561.34508,61615.18802,20.25578,74.09873,49.53194,-0.07617,146.21
39926,61497.06694,23.010,61497.06694,61498.00349,3.05662,3.99318,291.36505,-0.10206,811.25
39966,62002.00602,18.911,62002.00602,62005.99227,1.18380,5.17005,148.49543,0.17666,418.36
40027,61705.10160,22.862,61705.10160,61705.10312,13.12494,13.12646,87.50231,0.00656,250.63
40032,61471.11794,21.341,61471.11794,61529.07699,16.80548,74.76453,235.18130,-0.12395,656.75
40040,61734.06094,20.859,61734.06094,61735.05055,58.58970,59.57930,12.85321,-0.00248,45.35
40049,62149.26408,18.970,62149.26408,62212.21566,9.29028,72.24185,222.59443,0.25472,622.13
40087,62002.01471,20.525,62002.01471,62004.99527,28.80246,31.78302,249.19198,0.16132,695.28
40090,61615.18495,17.929,61615.18495,61676.12388,6.87577,67.81470,62.13701,-0.03928,180.88
40104,61028.27988,18.361,61028.27988,61060.16826,6.54839,38.43677,20.19005,-0.36891,65.52
40144,61027.28450,11.957,61027.28450,61064.19233,44.72520,81.63303,1.43190,-0.39202,13.94
40149,62005.01204,18.318,62005.01204,62006.01106,1.22859,2.22761,67.04834,0.17831,194.38
40189,61916.15207,20.251,61916.15207,62005.00950,9.53173,98.38917,249.10976,0.12446,695.05
40207,61466.09371,18.650,61466.09371,61529.07394,17.34299,80.32322,153.35499,-0.12702,431.73
40222,62157.29985,21.357,62157.29985,62187.28414,24.88030,54.86460,304.72529,0.25044,847.99
40225,60998.28856,20.063,60998.28856,61024.17264,52.00097,77.88505,333.82218,-0.41362,928.01
40249,60998.28958,18.558,60998.28958,61000.26216,90.69747,92.67006,25.97641,-0.43689,81.44
40254,61233.18756,21.461,61233.18756,61237.12145,90.12576,94.05965,74.70551,-0.29855,215.44
40303,61437.22170,21.755,61437.22170,61471.11131,29.52408,63.41369,27.60218,-0.14972,85.91
40305,61910.12827,16.492,61910.12827,61919.01984,20.99079,29.88236,34.60682,0.11482,105.17
40310,61474.21913,19.759,61474.21913,61526.08897,31.65539,83.52523,91.30860,-0.13044,261.10
40334,61231.11131,21.146,61231.11131,61264.07608,37.97066,70.93543,231.22422,-0.26997,645.87
40345,61856.33947,21.524,61856.33947,61859.25555,59.96386,62.87994,28.74487,0.06379,89.05
40349,61526.09101,20.556,61526.09101,61529.15097,1.94894,5.00889,348.93809,-0.08548,969.58
40354,61853.25697,20.242,61853.25697,61856.33641,55.14258,58.22202,223.70383,0.06475,625.19
40385,62186.26201,22.638,62186.26201,62187.29023,17.07294,18.10115,103.35461,0.27129,294.23
40407,61916.15613,22.376,61916.15613,61919.21123,12.72734,15.78244,305.96553,0.12270,851.41
40417,60994.24129,22.465,60994.24129,60994.25045,5.54292,5.55209,163.90598,-0.38838,460.74
40435,61089.34119,19.196,61089.34119,61143.04405,4.57047,58.27333,354.81731,-0.33214,985.75
40460,62186.08523,20.984,62186.08523,62208.08980,7.32553,29.33010,102.76534,0.27674,292.60
40468,61086.25929,18.369,61086.25929,61117.01693,41.64204,72.39967,33.84226,-0.35550,103.07
40473,61589.99538,13.082,61589.99538,61592.99484,14.96686,17.96631,9.65432,-0.05753,36.55
40488,61734.05840,19.889,61734.05840,61771.11463,20.74507,57.80130,157.51898,0.01825,443.18
40494,61910.12675,21.369,61910.12675,61920.09910,18.89593,28.86827,103.58473,0.11597,294.86
40513,61142.36412,14.036,61142.36412,61152.32167,85.91282,95.87037,10.14829,-0.34859,37.91
40574,61713.26404,20.121,61713.26404,61742.22524,67.73516,96.69636,158.45219,-0.01888,445.74
40595,61029.26786,23.435,61029.26786,61033.22930,76.50270,80.46414,208.64922,-0.40975,583.79
40599,61853.25697,21.976,61853.25697,61856.33641,16.50859,19.58803,349.38828,0.08597,970.82
40641,61231.10775,15.964,61231.10775,61233.25564,4.15009,6.29798,61.54949,-0.25080,179.26
40648,61233.16650,18.386,61233.16650,61266.24170,59.23468,92.30988,168.86127,-0.28090,474.37
40662,61379.10001,22.074,61379.10001,61417.06080,55.23653,93.19733,170.69917,-0.19635,479.42
40669,62149.26662,21.198,62149.26662,62205.13533,33.74847,89.61718,316.67132,0.24090,880.85
40686,61469.22989,16.334,61469.22989,61526.08538,15.41807,72.27357,47.13486,-0.12422,139.62
40687,61858.17200,22.040,61858.17200,61919.02391,19.88169,80.73361,103.95794,0.08682,295.88
40723,61674.07859,20.109,61674.07859,61676.12134,2.63394,4.67669,131.33006,-0.00469,371.16
40744,61802.30168,20.700,61802.30168,61802.32686,72.76850,72.79368,40.58418,0.02714,121.61
40763,61113.30711,22.091,61113.30711,61120.24527,9.81982,16.75798,185.27298,-0.32131,519.50
40782,61501.18977,13.627,61501.18977,61592.99586,2.62271,94.42879,22.12468,-0.09955,70.84
40785,61647.25948,21.602,61647.25948,61652.14659,95.08145,99.96856,163.23365,-0.07008,458.89
40788,61652.21724,18.742,61652.21724,61705.10363,20.94001,73.82639,112.61504,-0.02669,319.69
40818,61709.31124,20.728,61709.31124,61768.25738,22.23776,81.18390,195.95851,0.00387,548.89
40823,61647.28999,19.879,61647.28999,61652.35164,39.92731,44.98895,0.70534,-0.03980,11.94
40846,61561.34610,18.002,61561.34610,61620.28829,38.33223,97.27442,112.42444,-0.08610,319.17
40853,61440.16755,21.686,61440.16755,61441.07085,2.89106,3.79436,297.40677,-0.13336,827.87
40856,61206.18663,22.762,61206.18663,61231.12779,46.77290,71.71407,42.52892,-0.28919,126.95
40879,61264.39219,17.579,61264.39219,61266.28697,95.73332,97.62810,43.50513,-0.28391,129.64
40907,61237.16272,22.017,61237.16272,61266.26124,70.54209,99.64062,144.00103,-0.28507,406.00
40939,61887.25576,17.151,61887.25576,61916.15308,0.45085,29.34817,198.96082,0.11353,557.14
40960,61023.29041,17.812,61023.29041,61033.20608,16.83838,26.75405,70.32436,-0.37790,203.39
40971,62178.28342,19.617,62178.28342,62186.26100,12.39043,20.36801,128.57619,0.26942,363.58
41036,60993.25728,19.608,60993.25728,61002.24103,61.86969,70.85343,81.85108,-0.42255,235.09
41057,61713.27374,17.697,61713.27374,61802.06428,9.23084,98.02138,13.56109,0.01317,47.29
41142,61913.17722,20.908,61913.17722,61920.11238,9.41989,16.35505,104.27228,0.12288,296.75
41144,62002.00653,18.344,62002.00653,62005.00543,57.38114,60.38004,22.78391,0.14547,72.66
41154,61647.29662,19.451,61647.29662,61674.22769,43.33860,70.26967,69.37027,-0.04167,200.77
41159,61033.22879,11.437,61033.22879,61060.16826,0.93055,27.87003,1.32532,-0.36271,13.64
41178,61152.34788,20.812,61152.34788,61174.32164,21.32972,43.30347,29.23364,-0.30546,90.39
41209,61143.17853,21.375,61143.17853,61151.33621,87.81895,95.97664,91.94673,-0.34923,262.85
41263,61053.28620,19.403,61053.28620,61055.12074,52.05974,53.89428,8.33115,-0.38098,32.91
41297,61620.28880,19.000,61620.28880,61676.12592,2.56191,58.39904,332.29090,-0.03412,923.80
41300,61239.27965,14.698,61239.27965,61266.31775,50.40668,77.44478,6.01469,-0.27239,26.54
41323,60993.25779,20.874,60993.25779,61002.13596,87.34434,96.22250,320.56313,-0.43790,891.55
41344,61888.16486,19.343,61888.16486,61919.02341,25.83470,56.69325,34.77313,0.10005,105.63
41347,61209.98113,20.763,61209.98113,61230.99505,1.85870,22.87262,242.54721,-0.26146,677.00
41372,60993.18861,20.827,60993.18861,60995.12921,12.53904,14.47964,156.96700,-0.39315,441.66
41409,61174.18915,21.302,61174.18915,61211.26473,27.05643,64.13202,287.26227,-0.29621,799.97
41492,61556.24134,22.726,61557.16961,61558.17524,14.87424,15.87987,343.28966,-0.07551,954.05
41508,61437.20431,22.590,61437.20431,61471.11692,27.31899,61.23160,191.14499,-0.14851,535.65
41525,61584.98152,14.349,61584.98152,61589.97595,21.78409,26.77852,16.34642,-0.06403,54.95
41567,61379.10001,17.870,61379.10001,61407.13367,9.47435,37.50802,19.93230,-0.17085,64.81
41606,61023.26748,16.702,61023.26748,61032.17978,10.17617,19.08847,26.18952,-0.37399,82.02
41611,61467.33496,21.300,61467.33496,61474.21964,16.78357,23.66825,22.20369,-0.12602,71.06
41619,61501.18314,21.668,61501.18314,61529.08056,15.76870,43.66612,285.64388,-0.10680,795.52
41666,61382.15205,21.272,61382.15205,61409.07088,63.69299,90.61181,207.99775,-0.19937,581.99
41690,61763.27932,21.008,61763.27932,61803.19626,44.17807,84.09501,222.16762,0.02142,620.96
41751,61023.28991,20.401,61023.28991,61053.17177,29.07939,58.96126,19.98539,-0.38512,64.96
41771,61713.26965,17.262,61713.26965,61795.11676,6.42471,88.27182,19.95116,0.01471,64.87
41808,61742.31746,16.106,61742.31410,61832.19942,0.13409,90.01941,153.39997,0.03407,431.85
41812,61647.28999,20.935,61647.28999,61652.35164,16.91542,21.97706,145.21828,-0.02719,409.35
21,62526.17238,18.921,62526.17238,62585.02150,24.51195,83.36107,127.62935,0.46688,360.98
40,61734.08619,23.561,61734.08619,61734.08664,13.96464,13.96508,157.37469,0.02198,442.78
47,61805.31547,22.348,61805.31547,61821.28275,4.74093,20.70821,103.79812,0.06610,295.44
48,61346.13548,19.247,61346.13548,61403.08367,27.70021,84.64840,245.69838,-0.19938,685.67
75,62143.12926,20.696,62143.12926,62143.12970,6.76985,6.77030,101.29820,0.25267,288.57
90,61172.33509,17.974,61172.33509,61181.21138,90.54061,99.41690,54.83236,-0.33386,160.79
100,61700.05831,22.497,61700.05831,61700.20154,6.71718,6.86041,327.08905,0.00731,909.49
111,62215.28580,17.908,62215.28580,62241.26233,14.25127,40.22780,72.85081,0.28944,210.34
139,61878.37650,14.985,61878.37650,61913.26731,3.01029,37.90109,29.78280,0.10723,91.90
181,62387.32645,22.035,62387.32645,62425.32450,24.61348,62.61153,321.64079,0.38330,894.51
203,62115.25436,17.582,62115.25436,62202.04668,12.74077,99.53309,51.80310,0.23357,152.46
206,61115.33922,16.780,61115.33922,61118.35909,96.52702,99.54689,47.45600,-0.37062,140.50
217,62382.34660,13.822,62382.34660,62393.31765,0.58653,11.55758,44.55137,0.39458,132.52
219,61181.22759,20.456,61181.22759,61233.23369,32.37499,84.38109,143.12815,-0.29523,403.60
223,61968.04485,22.664,61968.04485,61998.06935,39.51181,69.53630,344.02437,0.13657,956.07
255,61206.11688,20.797,61206.11688,61209.22955,0.41077,3.52344,268.56514,-0.26283,748.55
276,61322.31896,21.926,61322.31896,61387.19314,32.57601,97.45020,114.47679,-0.21544,324.81
282,61802.34189,20.190,61802.34189,61859.28378,6.01276,62.95465,85.22815,0.06377,244.38
353,61211.36242,19.760,61211.36242,61226.07489,83.08114,97.79361,206.07499,-0.30703,576.71
403,61494.01924,17.485,61494.01924,61519.03272,22.58038,47.59385,39.81183,-0.11450,119.48
422,61402.14845,16.585,61402.14845,61449.05941,41.72017,88.63113,1.95474,-0.17597,15.38
471,61789.06903,23.443,61789.06903,61798.12186,14.74619,23.79902,170.70074,0.05169,479.43
473,62210.33348,20.501,62210.33348,62212.37833,72.74509,74.78995,48.27406,0.25337,142.75
