sid,peak_mjd,peak_mag,first_det_mjd,last_det_mjd,rise_time_days,fade_time_days,ra,dec,distance_Mpc
4,62178.28902,19.684,62178.28902,62205.13533,14.58535,41.43165,33.90385,0.26817,103.24
26,61916.29251,22.896,61916.29251,61919.21580,29.25026,32.17354,168.01956,0.11366,472.05
161,61113.30711,19.205,61113.30711,61142.20283,26.60145,55.49717,329.76426,-0.33102,916.85
162,61025.25355,18.608,61025.25355,61033.20659,80.06747,88.02051,82.87704,-0.41428,237.91
163,61023.19898,11.793,61023.19898,61053.15120,3.97534,33.92756,13.46852,-0.37038,47.04
233,61024.17519,19.364,61024.17519,61053.15069,3.42416,32.39967,214.57532,-0.36948,600.08
239,61054.23096,16.198,61054.23096,61060.17601,1.60162,7.54668,39.29184,-0.35082,118.05
249,61086.25827,21.756,61086.25827,61114.17355,18.94043,46.85572,153.31755,-0.34227,431.62
252,61622.35880,21.264,61622.35880,61647.25131,50.08944,74.98194,163.40288,-0.05905,459.36
253,61025.25406,21.343,61025.25406,61029.26786,94.05911,98.07291,89.22224,-0.42266,255.36
254,61143.26789,23.390,61143.26789,61143.26840,18.47308,18.47359,85.19845,-0.30903,244.30
287,61407.27181,19.191,61407.27181,61442.20712,42.21256,77.14787,134.50109,-0.17339,379.88
304,61735.20807,18.759,61735.20807,61826.05575,7.43206,98.27974,308.72597,0.02617,859.00
321,61858.17454,17.488,61858.17454,61910.13640,5.13435,57.09621,173.12775,0.09493,486.10
349,61802.30117,20.307,61802.30117,61822.14615,24.88070,44.72567,34.21771,0.05339,104.10
363,60993.25830,18.236,60993.25830,61002.24103,14.62554,23.60828,31.57524,-0.39435,96.83
364,61174.17476,19.920,61174.17476,61209.04755,43.23289,78.10568,236.83078,-0.30550,661.28
366,61803.19525,23.547,61803.19525,61803.19677,34.21038,34.21190,278.75571,0.04876,776.58
387,62241.19418,19.894,62241.19418,62241.19469,10.56896,10.56947,342.43008,0.30640,951.68
389,61181.18553,21.804,61181.18553,61181.18655,96.49696,96.49798,306.19212,-0.33218,852.03
416,61764.15517,23.552,61764.15517,61764.15619,15.31398,15.31500,51.48788,0.03772,151.59
450,61437.20482,13.002,61437.20482,61498.06610,8.94930,69.81058,15.24620,-0.13835,51.93
482,61206.05925,22.671,61206.05925,61211.26524,17.59950,22.80549,211.79025,-0.27263,592.42
483,61709.31277,23.028,61709.31277,61713.27323,87.11840,91.07886,114.13473,-0.03167,323.87
486,61023.26748,20.863,61023.26748,61032.17978,41.03596,49.94826,170.68776,-0.39221,479.39
518,61233.15733,21.437,61233.15733,61236.20348,39.98123,43.02738,5.28582,-0.26995,24.54
531,61888.12142,20.607,61888.12142,61916.99626,23.15338,52.02821,253.94629,0.10150,708.35
542,61734.05738,22.825,61734.05738,61737.10725,53.44302,56.49289,302.06510,0.00034,840.68
580,61143.17185,18.850,61143.17185,61144.06187,1.65641,2.54643,179.57411,-0.29943,503.83
597,61086.15913,22.525,61086.15913,61086.23615,12.98393,13.06095,228.15712,-0.33886,637.43
636,61916.15562,21.959,61916.15562,61916.15613,3.01441,3.01492,243.11003,0.12806,678.55
649,61916.30322,21.939,61916.30322,61919.21123,48.35277,51.26078,10.65862,0.10314,39.31
685,61916.15308,23.043,61916.15308,61916.30576,9.11242,9.26509,123.58529,0.12469,349.86
729,62177.35276,19.767,62177.35276,62235.21749,25.28931,83.15404,185.79161,0.26157,520.93
742,61471.11794,20.741,61471.11794,61529.07699,19.98809,77.94714,310.59524,-0.12570,864.14
796,61382.15358,21.284,61382.15358,61389.08014,84.07029,90.99685,6.85229,-0.21077,28.84
802,61595.37071,20.881,61595.37071,61652.15579,14.83488,71.61997,320.40700,-0.05451,891.12
803,61647.25284,22.582,61647.25284,61647.29868,4.42349,4.46933,213.77900,-0.02036,597.89
830,61622.35931,19.764,61622.35931,61705.09295,5.88211,88.61575,219.87725,-0.03480,614.66
844,61497.06850,18.723,61497.06850,61529.07242,21.47392,53.47784,33.86591,-0.11221,103.13
848,62177.35429,21.751,62177.35429,62209.32422,49.19810,81.16804,53.77470,0.24803,157.88
888,61440.16549,19.446,61440.16549,61441.07035,94.86477,95.76963,58.63374,-0.18439,171.24
902,61467.33905,18.691,61467.33905,61526.25810,38.62216,97.54122,16.26232,-0.13809,54.72
907,61803.19932,16.390,61803.19932,61855.01670,12.90371,64.72108,39.84915,0.06046,119.59
912,61857.29566,21.424,61857.29566,61857.29617,66.41104,66.41155,324.59107,0.06078,902.63
946,61916.15613,20.320,61916.15613,61919.21123,26.43157,29.48667,255.68827,0.11514,713.14
983,61652.22539,21.895,61652.22539,61652.22589,3.21864,3.21915,168.75335,-0.01698,474.07
1028,61850.03565,21.248,61850.03565,61855.01313,31.59893,36.57641,265.86386,0.07591,741.13
1036,61142.36513,20.523,61142.36513,61152.32218,28.15276,38.10980,123.25048,-0.31513,348.94
1096,61589.98519,22.034,61589.98519,61592.99484,16.88013,19.88978,78.78838,-0.05859,226.67
1109,60993.25728,18.987,60993.25728,61002.24154,65.61000,74.59426,69.33270,-0.42480,200.66
1156,60993.25779,21.423,60993.25779,61002.24103,31.78496,40.76820,19.01056,-0.40455,62.28
1192,61735.20807,21.878,61735.20807,61764.16230,69.50420,98.45843,315.03031,-0.00783,876.33
1197,61152.30019,20.948,61152.30019,61209.99493,7.59540,65.29013,236.18660,-0.29761,659.51
1204,61910.13183,17.448,61910.13183,61920.10166,67.58826,77.55808,9.56800,0.08916,36.31
1229,61086.25308,17.724,61086.25308,61117.03782,31.63798,62.42272,21.41521,-0.34966,68.89
1230,61086.23462,15.249,61086.23462,61113.13631,1.17660,28.07830,77.46418,-0.33197,223.03
1237,61764.15211,18.598,61764.15211,61826.04455,27.63906,89.53150,152.18425,0.03096,428.51
1241,61855.01924,20.434,61855.01924,61916.99118,13.10540,75.07733,115.34299,0.08881,327.19
1255,61590.27008,22.995,61590.27008,61590.27110,68.30230,68.30332,306.85763,-0.08668,853.86
1275,61437.22170,22.075,61437.22170,61498.04615,39.13655,99.96100,115.59083,-0.15505,327.87
1290,61089.34018,23.088,61089.34018,61115.23937,70.71608,96.61527,166.25445,-0.37073,467.20
1296,61089.32181,21.587,61089.32181,61117.03324,36.63701,64.34844,34.07032,-0.35079,103.69
1303,61210.36518,21.844,61210.36518,61211.07578,81.31521,82.02581,92.67205,-0.30659,264.85
1326,62149.26865,23.395,62149.26865,62149.26967,66.12671,66.12773,134.30181,0.22267,379.33
1336,61209.25520,16.529,61209.25520,61231.12472,1.94180,23.81132,67.53935,-0.26192,195.73
1350,61142.24852,23.452,61142.24852,61142.25057,8.54970,8.55174,286.11020,-0.30392,796.80
1382,62206.32488,19.760,62206.32488,62212.33193,44.27716,50.28421,192.45627,0.26723,539.25
1400,61910.12776,21.167,61910.12776,61919.01882,12.91905,21.81011,160.20578,0.11927,450.57
1401,61467.31397,18.207,61467.31397,61506.32558,15.74889,54.76050,22.72218,-0.12546,72.49
1417,61791.07611,19.781,61791.07611,61826.05575,18.94444,53.92408,195.65841,0.05049,548.06
1440,61526.09254,19.558,61526.09254,61589.99691,17.73159,81.63596,85.08976,-0.09416,244.00
1455,61023.28940,17.374,61023.28940,61033.20608,35.72344,45.64012,32.60846,-0.38905,99.67
1488,61062.29673,21.305,61062.29673,61116.17065,21.35237,75.22628,322.83193,-0.35765,897.79
1526,61910.12726,21.273,61910.12726,61920.09859,8.64508,18.61642,128.76575,0.12163,364.11
1559,61174.32259,21.772,61174.32259,61206.06131,61.08520,92.82392,312.18202,-0.31569,868.50
1566,61916.15207,16.118,61916.15207,61919.20563,22.13220,25.18577,29.21544,0.11751,90.34
1571,62177.35530,22.697,62177.35530,62183.29611,41.81981,47.76062,204.54025,0.25221,572.49
1586,62214.38603,17.110,62214.38603,62235.34009,5.69341,26.64747,124.07072,0.29382,351.19
1615,61475.04022,21.917,61475.04022,61475.04632,33.65060,33.65670,76.70698,-0.13108,220.94
1646,61883.27812,19.142,61883.27812,61920.11137,2.53696,39.37020,104.19469,0.11019,296.54
1651,61857.29209,22.100,61857.29209,61916.30271,15.42786,74.43848,98.68838,0.08879,281.39
1653,62005.99939,21.812,62005.99939,62005.99989,54.01348,54.01399,48.61371,0.14955,143.69
1661,61142.36462,22.077,61142.36462,61173.26503,43.58329,74.48369,230.13012,-0.32403,642.86
1751,61113.35047,18.470,61113.35047,61150.26573,4.36614,41.28141,72.55259,-0.31814,209.52
1754,61647.29868,16.546,61647.29868,61734.06349,0.54708,87.31189,125.84290,-0.01821,356.07
1761,61916.15562,19.938,61916.15562,61919.21123,3.85281,6.90842,60.88849,0.12760,177.44
1764,61561.34508,21.186,61561.34508,61561.34558,17.53190,17.53241,43.23983,-0.07467,128.91
1771,61916.99169,19.476,61916.99169,61916.99271,1.80185,1.80286,278.79019,0.12919,776.67
1789,61888.10771,19.608,61888.10771,61890.17489,4.17165,6.23883,27.98808,0.11195,86.97
1803,62212.34769,21.934,62212.34769,62241.37895,56.26372,85.29498,249.67457,0.26385,696.61
1804,62002.01471,21.696,62002.01471,62005.01153,68.94287,71.93969,242.91013,0.13908,678.00
1808,62157.30695,20.140,62157.30695,62212.21464,12.90210,67.80979,147.25265,0.25723,414.94
1815,61054.22942,19.600,61054.22942,61063.19923,11.45098,20.42079,196.48738,-0.35658,550.34
1858,61053.30917,18.576,61053.30917,61116.17574,4.84641,67.71297,90.15591,-0.35325,257.93
1860,61054.31294,22.384,61054.31294,61057.29817,10.81817,13.80339,209.68011,-0.35616,586.62
1873,61114.09648,23.059,61114.09648,61115.03564,5.66388,6.60305,354.61681,-0.31846,985.20
1892,61206.14155,17.525,61206.14155,61211.10018,2.63951,7.59815,199.43321,-0.26408,558.44
1915,61883.28219,19.547,61883.28219,61916.17495,25.91972,58.81249,73.00456,0.09731,210.76
1954,61615.18291,17.932,61615.18291,61705.10566,1.64650,91.56925,326.12480,-0.03642,906.84
1957,61861.15387,19.378,61861.15387,61919.01628,33.92321,91.78563,28.13621,0.08074,87.37
1973,61709.31533,16.860,61709.31533,61791.07611,1.36671,83.12748,132.83588,0.01531,375.30
1979,61054.26521,13.891,61054.26521,61057.31041,0.30587,3.35108,77.48775,-0.35005,223.09
1993,61734.05636,22.001,61734.05636,61735.05211,30.36968,31.36544,25.64801,0.01298,80.53
2004,61916.15105,20.589,61916.15105,61919.20513,28.99035,32.04443,41.72359,0.11373,124.74
2019,61497.07156,23.014,61497.07156,61498.04717,17.51421,18.48983,134.53848,-0.11002,379.98
2036,60994.13498,20.118,60994.13498,60998.12151,92.32518,96.31171,339.26553,-0.44039,942.98
2079,61206.16359,19.924,61206.16359,61210.35959,75.12289,79.31890,11.18506,-0.30544,40.76
2095,61144.16190,21.445,61144.16190,61150.31144,87.48905,93.63859,123.35411,-0.34847,349.22
2135,62157.30390,17.488,62157.30390,62241.19927,5.99484,89.89021,191.45659,0.26114,536.51
2136,61647.29868,18.562,61647.29868,61734.06553,11.26478,98.03164,113.24936,-0.02409,321.44
2141,61674.08215,19.755,61674.08215,61676.12439,11.66124,13.70348,156.36573,-0.00963,440.01
2201,62001.99226,19.662,62001.99226,62006.00903,3.21699,7.23376,337.33852,0.17552,937.68
2216,61440.31923,14.704,61440.31923,61529.15147,5.63437,94.46662,41.04691,-0.13479,122.88
2228,61027.28552,22.398,61027.28552,61060.16877,64.54255,97.42580,13.95048,-0.40379,48.36
2251,61027.28450,22.344,61027.28450,61064.19233,62.12254,99.03037,277.86979,-0.40235,774.14
2256,61735.05619,20.900,61735.05619,61761.15537,24.64042,50.73960,327.52713,0.01666,910.70
2264,61791.07000,21.561,61791.07000,61795.11268,6.36061,10.40330,202.32330,0.05739,566.39
2280,61734.05738,21.425,61734.05738,61737.10674,7.97546,11.02482,151.28009,0.02525,426.02
2288,61446.27429,18.355,61446.27429,61472.25233,72.38667,98.36471,71.92618,-0.16848,207.80
2318,61141.99611,19.170,61141.99611,61141.99662,5.07914,5.07965,178.66395,-0.30207,501.33
2341,61289.07402,19.359,61289.07402,61292.10357,16.16276,19.19230,24.88974,-0.22489,78.45
2342,61916.15715,19.220,61916.15715,61919.21174,30.57516,33.62974,262.03712,0.11286,730.60
2346,62149.26459,19.561,62149.26459,62178.28800,66.34073,95.36413,310.51721,0.22255,863.92
2362,61054.31243,22.417,61054.31243,61057.29817,12.80660,15.79234,171.95356,-0.35732,482.87
2367,61622.36237,21.351,61622.36237,61652.15630,14.45333,44.24727,150.68692,-0.03950,424.39
2386,61118.33293,20.862,61118.33293,61150.29029,31.42063,63.37800,355.38708,-0.33090,987.31
2427,61150.31093,22.774,61150.31093,61152.32378,42.48719,44.50003,249.06494,-0.31881,694.93
2429,61888.12041,21.262,61888.12041,61916.99372,19.97481,48.84813,272.64580,0.10325,759.78
2478,61062.30962,19.379,61062.30962,61114.02800,31.32372,83.04210,134.41808,-0.36348,379.65
2496,62186.37217,18.432,62186.37217,62212.33244,38.83578,64.79605,198.81112,0.25900,556.73
2538,62241.38100,16.964,62241.38100,62275.30001,50.74517,84.66418,4.46300,0.28351,22.27
2558,61440.32331,21.026,61440.32331,61497.18955,42.93269,99.79893,166.93910,-0.15544,469.08
2633,60998.28497,17.936,60998.04742,61023.21327,0.21900,25.38485,226.85471,-0.38298,633.85
2636,61209.98062,19.606,61209.98062,61209.98113,42.27975,42.28025,167.18459,-0.28446,469.76
2637,61595.37071,16.939,61595.37071,61622.36033,34.34094,61.33056,75.33985,-0.06522,217.18
2662,61856.33947,20.243,61856.33947,61859.25555,57.83416,60.75025,141.87027,0.06496,400.14
2683,61437.22119,19.055,61437.22119,61471.11080,57.15555,91.04516,209.76569,-0.16505,586.86
2695,61440.33972,19.657,61440.33972,61501.18875,19.71833,80.56736,59.71177,-0.14257,174.21
2817,61709.31124,22.403,61709.31124,61742.22830,47.04380,79.96086,214.82149,-0.00971,600.76
2826,61883.28524,20.086,61883.28524,61887.25475,3.33652,7.30603,167.47649,0.10975,470.56
2863,61595.37428,13.588,61595.37428,61652.14557,13.55959,70.33089,37.53008,-0.05381,113.21
2879,60994.21548,10.069,60994.21548,60998.21207,74.61576,78.61235,0.35640,-0.42964,10.98
2925,61231.10775,22.221,61231.10775,61233.28111,19.01422,21.18758,212.32439,-0.25921,593.89
2934,61768.25232,23.034,61768.25232,61795.11268,41.20073,68.06109,240.05998,0.02578,670.16
2939,61619.12568,11.719,61619.12568,61651.01575,11.11086,43.00093,4.02723,-0.03944,21.07
2957,61557.17319,13.285,61557.17319,61619.13278,9.93399,71.89358,4.25127,-0.07279,21.69
2999,61142.36564,20.377,61142.36564,61152.32218,9.30156,19.25810,35.30874,-0.30428,107.10
3002,61622.35724,18.932,61622.35724,61674.20567,4.80174,56.65017,88.14771,-0.03421,252.41
3006,61231.30758,19.194,61231.30758,61264.07608,50.15515,82.92366,212.39468,-0.27679,594.09
3043,61584.98458,18.281,61584.98458,61651.01778,5.23966,71.27287,161.05827,-0.05495,452.91
3100,62186.37471,22.891,62186.37471,62206.32692,46.19947,66.15167,343.15336,0.25483,953.67
3101,61475.02548,23.079,61475.02548,61475.02802,49.14617,49.14872,70.35105,-0.13966,203.47
3105,62214.38755,21.853,62214.38755,62241.37895,32.14092,59.13232,243.36683,0.27872,679.26
3125,61734.05891,23.343,61734.05891,61735.06079,15.06715,16.06902,69.48271,0.02136,201.08
3127,62149.26814,16.208,62149.26814,62208.08624,2.67987,61.49796,46.39587,0.25846,137.59
3129,61771.11108,20.876,61771.11108,61771.11159,12.68764,12.68815,339.82097,0.04297,944.51
3165,61913.18232,17.653,61913.18232,61913.18282,0.74778,0.74829,248.63295,0.12767,693.74
3183,61289.07402,15.582,61289.07402,61292.10357,2.55965,5.58920,62.55968,-0.21725,182.04
3206,61475.03615,10.758,61475.03615,61475.04022,88.85946,88.86353,1.30185,-0.16166,13.58
3209,61498.05641,13.634,61498.05641,61529.08005,0.48246,31.50611,34.32724,-0.10010,104.40
3214,62205.13583,17.514,62205.13583,62208.08624,6.12735,9.07776,52.71702,0.28829,154.97
3238,61113.14195,21.146,61113.14195,61116.17523,31.78079,34.81407,127.87356,-0.33411,361.65
3239,61089.31723,23.688,61089.31723,61089.34069,8.78832,8.81178,115.94902,-0.33460,328.86
3260,61440.31974,16.581,61440.31974,61474.22015,55.31425,89.21466,28.55408,-0.16231,88.52
3277,61467.33649,20.615,61467.33649,61529.15607,12.26764,74.08722,192.00909,-0.12353,538.03
3281,61652.21724,13.139,61652.21724,61705.10363,6.87298,59.75937,12.09959,-0.01899,43.27
3340,61526.08176,16.675,61526.08176,61558.02687,3.93634,35.88144,122.45002,-0.08658,346.74
3346,61142.37432,22.148,61142.37432,61144.29778,49.95157,51.87503,286.38907,-0.32771,797.57
3350,61615.18751,17.254,61615.18751,61676.12643,27.54036,88.47928,11.83236,-0.05061,42.54
3357,61474.21964,20.634,61474.21964,61529.15199,34.13537,89.06772,173.01929,-0.13181,485.80
3395,61382.15155,19.000,61382.15155,61417.07563,2.18774,37.11182,333.69493,-0.16511,927.66
3399,60998.28856,22.416,60998.28856,61024.17264,46.19418,72.07826,233.26682,-0.41015,651.48
3440,60998.28856,19.830,60998.28856,61001.25094,93.01264,95.97502,95.05213,-0.43829,271.39
3486,61210.36417,17.899,61210.36417,61211.07831,0.68054,1.39469,243.50176,-0.26058,679.63
3569,61856.33947,23.143,61856.33947,61859.25555,34.42616,37.34224,110.43867,0.07782,313.71
3573,61858.17098,18.219,61858.17098,61910.13284,7.32333,59.28518,160.46376,0.09373,451.28
3599,61735.05721,22.425,61735.05721,61737.10317,7.61796,9.66393,157.79387,0.02599,443.93
3670,62002.00653,20.925,62002.00653,62005.00543,54.73074,57.72964,129.57576,0.14694,366.33
3681,61231.10775,20.696,61231.10775,61264.07608,62.47582,95.44415,61.56125,-0.28392,179.29
3687,61883.27507,20.279,61883.27507,61913.15715,23.03255,52.91463,342.82293,0.09890,952.76
3705,61206.18663,21.264,61206.18663,61233.25920,47.58034,74.65291,55.11614,-0.28965,161.57
3708,61001.22852,22.350,61001.22852,61053.15069,34.20827,86.13043,158.05264,-0.40125,444.64
3718,61118.33190,21.293,61118.33190,61121.29401,90.90496,93.86706,336.48596,-0.36556,935.34
3766,62149.26916,20.160,62149.26916,62208.08878,30.73145,89.55108,184.51905,0.24260,517.43
3806,61023.26748,21.051,61023.26748,61025.23717,14.41425,16.38394,239.79584,-0.37648,669.44
3822,61233.18450,21.638,61233.18450,61237.12603,12.38766,16.32919,193.80413,-0.25428,542.96
3875,61557.16858,18.580,61557.16858,61584.98764,25.30661,53.12566,148.43186,-0.08124,418.19
3899,61622.35775,18.223,61622.35775,61652.15272,14.86475,44.65973,69.23305,-0.03973,200.39
3960,61735.05875,17.003,61735.05875,61771.11210,0.64152,36.69488,113.59323,0.02981,322.38
3982,61821.04626,19.772,61821.04626,61850.03514,22.96938,51.95825,209.24893,0.06473,585.43
3996,61446.27481,17.165,61446.27481,61469.22580,74.66408,97.61508,34.28410,-0.16975,104.28
4011,61233.16650,21.815,61233.16650,61237.15712,14.98038,18.97100,62.05220,-0.25576,180.64
4028,61526.08279,19.946,61526.08279,61558.02840,7.02416,38.96978,172.81116,-0.08828,485.23
4036,61289.08829,20.608,61289.08829,61292.10306,8.58013,11.59491,112.79715,-0.22063,320.19
4050,61407.27181,21.231,61407.27181,61471.11437,12.71046,76.55302,341.85710,-0.15701,950.11
4078,61266.11313,20.401,61266.11313,61266.11465,80.42012,80.42165,56.24685,-0.27420,164.68
4125,62212.34769,20.032,62212.34769,62235.34059,65.33851,88.33141,54.92362,0.25870,161.04
4127,61089.34069,21.648,61089.34069,61120.23965,14.35411,45.25308,172.53842,-0.33781,484.48
4138,61144.16241,21.599,61144.16241,61174.30990,17.18728,47.33478,255.33864,-0.30778,712.18
4163,61174.17629,20.542,61174.17629,61181.17108,5.20675,12.20153,142.68954,-0.28373,402.40
4246,61239.27965,22.186,61239.27965,61266.26439,17.70363,44.68836,307.61631,-0.25384,855.94
4253,61437.22427,20.742,61437.22427,61498.04717,11.96041,72.78331,191.07230,-0.14000,535.45
4280,62149.26459,14.058,62149.26459,62157.28656,59.04554,67.06751,2.64533,0.22665,17.27
4304,62212.35125,12.916,62212.35125,62214.39060,82.17362,84.21297,4.39757,0.24918,22.09
4314,61023.26697,7.784,61023.26697,61053.17177,1.20983,31.11463,1.10200,-0.36872,13.03
4335,61734.06298,18.682,61734.06298,61735.06231,47.98290,48.98223,25.31201,0.00333,79.61
4345,61113.04386,18.643,61113.04386,61117.03782,5.29786,9.29182,341.86874,-0.31885,950.14
4398,60994.13600,20.767,60994.13600,61002.12207,11.06483,19.05090,56.52408,-0.39172,165.44
4402,61023.11787,16.599,61023.11787,61023.21327,5.14562,5.24101,6.99220,-0.37112,29.23
4406,61857.29515,22.375,61857.29515,61857.29566,32.89000,32.89051,330.91996,0.07919,920.03
4408,61735.20807,21.821,61735.20807,61791.07611,24.12863,79.99667,315.00839,0.01703,876.27
4458,61497.19006,15.584,61497.19006,61529.15812,18.11282,50.08088,16.17891,-0.11029,54.49
4466,61474.21299,17.504,61474.21299,61526.08385,4.98111,56.85197,59.59134,-0.11572,173.88
4484,61142.25107,19.635,61142.25107,61142.25158,4.93786,4.93837,311.20214,-0.30184,865.81
4491,61916.15817,22.268,61916.15817,61919.21428,6.84014,9.89624,306.15523,0.12595,851.93
4496,62157.30695,15.889,62157.30695,62187.29073,2.19442,32.17820,172.41063,0.26330,484.13
4523,61181.18655,20.741,61181.18655,61211.26066,8.55261,38.62673,306.20230,-0.28164,852.06
4525,61595.37479,22.098,61595.37479,61595.37530,2.78835,2.78886,200.83920,-0.04790,562.31
4532,61826.22840,21.943,61826.22840,61826.22891,6.09828,6.09879,235.43033,0.07684,657.43
4564,61023.29041,17.608,61023.29041,61033.20608,14.81855,24.73422,57.74285,-0.37671,168.79
4581,61054.22225,22.714,61054.22225,61063.21610,26.22430,35.21815,284.61654,-0.36523,792.70
4582,61174.17527,22.666,61174.17527,61174.34869,96.02734,96.20076,305.94908,-0.33598,851.36
4589,61467.31397,21.503,61467.31397,61506.32609,50.74681,89.75894,318.07851,-0.14481,884.72
4611,61791.26396,19.692,61791.26396,61799.21672,92.04712,99.99989,109.31225,0.01053,310.61
4622,61142.37228,18.604,61142.37228,61209.99493,4.49944,72.12209,229.89283,-0.30152,642.21
4650,61114.02647,21.105,61114.02647,61117.01641,4.48762,7.47756,303.98888,-0.31782,845.97
4679,61382.17719,21.331,61382.17719,61417.07563,61.22347,96.12191,314.86875,-0.19797,875.89
4708,61859.27810,18.893,61859.27810,61920.11137,8.35691,69.19018,60.24862,0.09377,175.68
4714,61469.22785,19.701,61469.22785,61526.08385,18.62292,75.47892,204.09451,-0.12599,571.26
4720,62186.37675,18.222,62186.37675,62209.31912,55.56935,78.51173,160.84668,0.24953,452.33
4738,62241.13473,18.145,62241.13473,62241.16032,3.09218,3.11778,47.23379,0.31067,139.89
4739,61856.33947,22.623,61856.33947,61859.25555,81.47039,84.38647,229.80239,0.05199,641.96
4743,61407.26722,22.261,61407.26722,61471.11080,28.75294,92.59652,102.93298,-0.16591,293.07
4744,61379.09388,19.421,61379.09388,61409.07088,11.62780,41.60481,25.77143,-0.17205,80.87
4763,61326.12588,22.095,61326.12588,61326.12638,17.62782,17.62832,182.63663,-0.20494,512.25
4809,61023.26697,19.847,61023.26697,61053.17126,42.63482,72.53912,208.44580,-0.39316,583.23
4853,61709.31175,21.444,61709.31175,61713.27067,92.49964,96.45856,45.11736,-0.03462,134.07
4856,61526.08897,19.376,61526.08897,61592.99535,7.59734,74.50372,166.69685,-0.08859,468.42
4878,61713.26557,21.058,61713.26557,61713.26608,66.73744,66.73795,139.50019,-0.01834,393.63
4953,61709.31124,19.467,61709.31124,61768.25738,26.33655,85.28269,353.03050,0.00163,980.83
4964,61113.32951,21.173,61113.32951,61143.27202,65.01608,94.95859,84.83686,-0.35334,243.30
4987,61676.13152,19.849,61676.13152,61679.13197,37.89497,40.89542,68.27270,-0.02288,197.75
4992,61053.30662,23.476,61053.30662,61055.12023,78.02359,79.83720,253.35713,-0.39634,706.73
5038,61916.30474,22.444,61916.30474,61919.20970,24.04577,26.95073,318.42540,0.11654,885.67
5059,61379.10715,21.303,61379.10715,61388.21923,21.94376,31.05583,19.97496,-0.17778,64.93
5061,61027.28348,17.862,61027.28348,61028.28090,64.00057,64.99799,58.02921,-0.40347,169.58
5067,61919.01679,18.587,61919.01679,61919.01730,3.54359,3.54410,128.69574,0.12935,363.91
5088,61174.17629,22.447,61174.17629,61211.26677,47.74492,84.83540,337.44972,-0.30809,937.99
5106,61089.31774,19.922,61089.31774,61114.24798,68.77926,93.70950,59.29421,-0.36961,173.06
5108,61713.26455,19.483,61713.26455,61768.24826,40.15392,95.13763,183.59601,-0.00377,514.89
5173,61856.33128,14.988,61856.33128,61887.25780,56.03396,86.96048,16.86853,0.06595,56.39
5187,62149.26713,20.662,62149.26713,62205.13583,25.10368,80.97239,190.97104,0.24578,535.17
5193,61152.33818,22.585,61152.33818,61174.14714,32.34492,54.15387,242.97376,-0.31180,678.18
5220,61676.13152,17.681,61676.13152,61679.13197,34.35719,37.35763,36.85332,-0.02094,111.35
5245,61822.14004,20.913,61822.14004,61822.14310,1.48316,1.48622,235.10289,0.07713,656.53
5252,61231.10979,22.111,61231.10979,61233.28111,36.66875,38.84007,92.92374,-0.26923,265.54
5312,61674.05802,17.631,61674.05802,61676.12592,1.32082,3.38873,124.90561,-0.00398,353.49
5355,61023.29041,20.207,61023.29041,61032.18079,18.71610,27.60648,334.19057,-0.37900,929.02
5395,61142.37228,22.388,61142.37228,61144.29727,7.10761,9.03259,148.19195,-0.30302,417.53
5423,61803.19830,14.586,61803.19830,61855.01720,34.00476,85.82366,2.19250,0.04888,16.03
5444,60993.25677,21.448,60993.25677,61002.24154,54.55389,63.53865,345.79097,-0.41816,960.93
5465,61497.06901,20.589,61497.06901,61498.04615,3.95680,4.93394,291.51690,-0.10256,811.67
5471,61142.37024,18.674,61142.37024,61150.29345,46.87855,54.80176,22.65480,-0.32593,72.30
5576,61063.19923,21.217,61063.19923,61064.21173,61.49774,62.51024,353.60310,-0.38070,982.41
5578,62001.99534,18.779,62001.99534,62006.00142,1.07746,5.08354,306.24863,0.17672,852.18
5582,61584.97743,20.541,61584.97743,61593.00302,42.48490,50.51049,116.76240,-0.07540,331.10
5628,61116.17065,12.783,61116.17065,61117.01641,2.60518,3.45095,21.23128,-0.31550,68.39
5649,61469.22734,21.287,61469.22734,61474.21044,91.75859,96.74169,65.78197,-0.16649,190.90
5674,61584.97539,20.856,61584.97539,61584.99938,51.54968,51.57367,185.72054,-0.08038,520.73
5682,61620.28217,21.381,61620.28217,61652.21622,67.89018,99.82423,62.39115,-0.06996,181.58
5705,62212.34718,20.628,62212.34718,62214.38552,88.39977,90.43812,149.23729,0.24566,420.40
5721,62212.35278,19.971,62212.35278,62214.39212,37.00380,39.04315,23.16754,0.27480,73.71
5778,61919.01577,17.136,61919.01577,61919.01730,0.30760,0.30913,260.61382,0.13114,726.69
5799,61856.33077,20.837,61856.33077,61916.30322,15.00048,74.97293,142.61283,0.08849,402.19
5813,60994.21599,21.166,60994.21599,61025.14527,5.99901,36.92830,257.95447,-0.38867,719.37
5848,61206.14155,15.021,61206.14155,61211.26066,4.86894,9.98805,36.03795,-0.26535,109.10
5899,61440.31462,15.450,61440.31462,61474.21606,59.30251,93.20396,22.00658,-0.16453,70.52
5909,61916.15257,21.022,61916.15257,61919.20716,2.82604,5.88062,48.12499,0.12817,142.34
5921,61858.17098,20.996,61858.17098,61910.13284,44.69646,96.65831,3.36045,0.07318,19.24
5924,61379.10001,20.069,61379.10001,61407.13419,28.30495,56.33913,202.13767,-0.18133,565.88
