dist_min_Mpc, dist_max_Mpc, metric, found, total, efficiency
10, 1000, four_roll_v4.3.1_10yrs_GRBPopMetric_MultiDetect, 864, 5004, 0.17266187050359713
10, 1000, four_roll_v4.3.1_10yrs_GRBPopMetric_EpochDetect, 1053, 5004, 0.210431654676259
