10, 1000, baseline_v4.3.1_10yrs_GRBPopMetric_MultiDetect, 77154, 500000, 0.154308
10, 1000, baseline_v4.3.1_10yrs_GRBPopMetric_EpochDetect, 91288, 500000, 0.182576
