sid,n_filters_detected
327,0
328,4
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,6
340,0
341,0
342,3
343,0
344,3
345,2
346,2
347,2
348,0
349,0
350,4
351,0
352,1
353,2
354,0
355,0
356,0
357,3
358,1
359,0
360,1
361,2
362,1
363,0
364,1
365,0
366,3
367,0
368,0
369,1
370,1
371,0
372,2
373,0
374,6
375,0
376,0
377,1
378,0
379,5
380,1
381,4
382,0
383,4
384,0
385,0
386,0
387,3
388,2
389,0
390,0
391,3
392,3
393,0
394,0
395,0
396,5
397,0
398,0
399,5
400,0
401,0
402,0
403,5
404,0
405,3
406,2
407,0
408,0
409,2
410,0
411,0
412,1
413,2
414,3
415,0
416,0
417,0
418,0
419,0
420,3
421,0
422,0
423,2
424,0
425,0
426,0
427,4
428,0
429,6
430,3
431,3
432,3
433,0
434,1
435,0
436,0
437,2
438,5
439,2
440,3
441,0
442,0
443,6
444,5
445,3
446,4
447,0
448,3
449,5
450,4
451,0
452,0
453,6
454,0
455,5
456,1
457,4
458,0
459,0
460,0
461,4
462,4
463,0
464,4
465,6
466,6
467,0
468,5
469,1
470,3
471,1
472,3
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,3
482,0
483,0
484,4
485,3
486,0
487,0
488,0
489,0
490,1
491,0
492,1
493,3
494,3
495,0
496,0
497,2
498,3
499,0
500,1
501,3
502,1
503,1
504,0
505,3
506,3
507,1
508,0
509,0
510,0
511,0
512,0
513,2
514,1
515,1
516,0
517,0
518,3
519,0
520,2
521,0
522,2
523,3
524,0
525,0
526,0
527,1
528,0
529,6
530,0
531,0
532,3
533,2
534,4
535,0
536,4
537,0
538,4
539,0
540,0
541,3
542,5
543,3
544,0
545,2
546,6
547,1
548,1
549,3
550,0
551,3
552,0
553,0
554,0
555,1
556,1
557,3
558,1
559,0
560,0
561,3
562,4
563,2
564,4
565,0
566,0
567,0
568,0
569,0
570,2
571,0
572,0
573,2
574,6
575,0
576,0
577,1
578,0
579,1
580,4
581,0
582,5
583,0
584,0
585,4
586,0
587,4
588,0
589,4
590,0
591,0
592,0
593,2
594,0
595,2
596,3
597,0
598,5
599,0
600,2
601,2
602,0
603,0
604,3
605,0
606,1
607,0
608,0
609,3
610,0
611,0
612,2
613,1
614,4
615,0
616,3
617,0
618,0
619,0
620,0
621,5
622,2
623,1
624,1
625,0
626,2
627,3
628,5
629,1
630,1
631,3
632,0
633,0
634,0
635,2
636,0
637,0
638,1
639,3
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,3
651,3
652,0
653,1
654,0
655,0
656,0
657,4
658,1
659,0
660,5
661,0
662,3
663,2
664,4
665,2
666,0
667,0
668,3
669,3
670,0
671,4
672,0
673,0
674,2
675,0
676,4
677,0
678,0
679,1
680,0
681,0
682,3
683,5
684,0
685,0
686,5
687,0
688,1
689,2
690,3
691,2
692,3
693,3
694,0
695,0
696,1
697,0
698,0
699,0
700,3
701,2
702,0
703,0
704,5
705,0
706,3
707,4
708,4
709,3
710,0
711,0
712,3
713,2
714,2
715,3
716,0
717,3
718,0
719,3
720,0
721,4
722,0
723,1
724,6
725,0
726,0
727,1
728,0
729,2
730,0
731,4
732,3
733,3
734,3
735,0
736,3
737,0
738,0
739,4
740,0
741,0
742,6
743,0
744,0
745,0
746,0
747,1
748,0
749,3
750,1
751,0
752,1
753,3
754,2
755,0
756,0
757,0
758,0
759,4
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,0
768,5
769,3
770,3
771,0
772,0
773,0
774,0
775,0
776,0
777,2
778,3
779,0
780,0
781,0
782,0
783,1
784,0
785,1
786,1
787,0
788,0
789,1
790,0
791,0
792,1
793,0
794,4
795,2
796,0
797,0
798,2
799,0
800,3
801,1
802,0
803,4
804,5
805,3
806,5
807,6
808,0
809,0
810,0
811,2
812,2
813,3
814,0
815,0
816,0
817,0
818,1
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,3
827,2
828,0
829,0
830,3
831,0
832,2
833,0
834,1
835,0
836,1
837,2
838,0
839,0
840,1
841,0
842,0
843,2
844,0
845,0
846,0
847,2
848,0
849,0
850,5
851,0
852,6
853,1
854,5
855,4
856,0
857,0
858,0
859,3
860,0
861,1
862,0
863,2
864,0
865,3
866,2
867,0
868,2
869,1
870,0
871,0
872,2
873,0
874,4
875,0
876,0
877,5
878,2
879,0
880,0
881,0
882,0
883,1
884,4
885,0
886,4
887,0
888,4
889,0
890,4
891,0
892,0
893,0
894,0
895,5
896,0
897,0
898,1
899,0
900,3
901,2
902,0
903,0
904,0
905,0
906,0
907,1
908,0
909,6
910,2
911,0
912,0
913,2
914,0
915,4
916,1
917,0
918,0
919,0
920,2
921,1
922,3
923,1
924,3
925,4
926,0
927,0
928,2
929,0
930,0
931,0
932,5
933,2
934,3
935,0
936,4
937,0
938,0
939,1
940,0
941,1
942,1
943,0
944,1
945,3
946,5
947,1
948,0
949,1
950,0
951,0
952,2
953,0
954,2
955,3
956,2
957,3
958,0
959,4
960,3
961,0
962,5
963,0
964,2
965,1
966,0
967,2
968,0
969,1
970,1
971,0
972,2
973,0
974,2
975,0
976,0
977,3
978,4
979,0
980,0
981,0
982,4
983,6
984,0
985,0
986,0
987,0
988,2
989,0
990,0
991,0
992,4
993,4
994,0
995,0
996,3
997,2
998,0
999,0
1000,0
1001,3
1002,0
1003,2
1004,0
1005,0
1006,4
1007,0
1008,3
1009,3
1010,3
1011,6
1012,0
1013,0
1014,0
1015,4
1016,0
1017,0
1018,0
1019,0
1020,1
1021,3
1022,0
1023,0
1024,5
1025,1
1026,0
1027,4
1028,0
1029,5
1030,0
1031,3
1032,2
1033,1
1034,1
1035,2
1036,4
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,4
1044,0
1045,0
1046,4
1047,2
1048,0
1049,4
1050,3
1051,0
1052,0
1053,6
1054,5
1055,4
1056,0
1057,5
1058,0
1059,5
1060,0
1061,0
1062,1
1063,0
1064,1
1065,0
1066,6
1067,1
1068,2
1069,0
1070,0
1071,0
1072,0
1073,0
1074,2
1075,5
1076,0
1077,0
1078,0
1079,4
1080,0
1081,3
1082,2
1083,0
1084,0
1085,0
1086,0
1087,1
1088,2
1089,4
1090,5
1091,0
1092,2
1093,0
1094,3
1095,5
1096,0
1097,4
1098,0
1099,0
1100,3
1101,0
1102,3
1103,0
1104,3
1105,0
1106,0
1107,3
1108,3
1109,0
1110,2
1111,0
1112,3
1113,0
1114,6
1115,0
1116,0
1117,4
1118,0
1119,1
1120,0
1121,4
1122,0
1123,0
1124,2
1125,0
1126,1
1127,4
1128,2
1129,5
1130,3
1131,3
1132,4
1133,3
1134,0
1135,0
1136,3
1137,0
1138,0
1139,0
1140,1
1141,0
1142,5
1143,0
1144,4
1145,0
1146,0
1147,1
1148,4
1149,2
1150,0
1151,1
1152,0
1153,1
1154,0
1155,6
1156,1
1157,0
1158,3
1159,0
1160,1
1161,0
1162,0
1163,3
1164,0
1165,0
1166,0
1167,1
1168,4
1169,0
1170,4
1171,6
1172,2
1173,0
1174,3
1175,0
1176,0
1177,3
1178,0
1179,0
1180,6
1181,0
1182,3
1183,0
1184,1
1185,0
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,2
1194,6
1195,2
1196,0
1197,0
1198,0
1199,0
1200,1
1201,0
1202,3
1203,0
1204,5
1205,0
1206,2
1207,1
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,3
1216,1
1217,3
1218,1
1219,1
1220,0
1221,3
1222,4
1223,0
1224,0
1225,3
1226,2
1227,2
1228,0
1229,4
1230,2
1231,0
1232,0
1233,3
1234,4
1235,0
1236,0
1237,0
1238,0
1239,3
1240,1
1241,4
1242,0
1243,2
1244,0
1245,3
1246,0
1247,0
1248,0
1249,0
1250,0
1251,6
1252,5
1253,0
1254,0
1255,0
1256,2
1257,4
1258,1
1259,2
1260,0
1261,0
1262,6
1263,3
1264,0
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,1
1274,1
1275,3
1276,0
1277,0
1278,2
1279,0
1280,6
1281,0
1282,2
1283,0
1284,4
1285,0
1286,4
1287,0
1288,1
1289,3
1290,0
1291,1
1292,1
1293,0
1294,1
1295,5
1296,0
1297,6
1298,4
1299,0
1300,0
1301,0
1302,3
1303,3
1304,1
1305,5
1306,5
1307,0
1308,2
1309,0
1310,4
1311,0
1312,0
1313,4
1314,4
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,5
1322,1
1323,2
1324,0
1325,3
1326,0
1327,0
1328,0
1329,0
1330,3
1331,1
1332,2
1333,0
1334,6
1335,0
1336,0
1337,6
1338,0
1339,5
1340,0
1341,0
1342,0
1343,2
1344,0
1345,0
1346,1
1347,3
1348,0
1349,0
1350,1
1351,4
1352,0
1353,3
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,3
1362,3
1363,4
1364,0
1365,0
1366,1
1367,0
1368,4
1369,4
1370,1
1371,1
1372,0
1373,5
1374,0
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,2
1385,0
1386,5
1387,0
1388,3
1389,0
1390,2
1391,0
1392,3
1393,3
1394,2
1395,0
1396,0
1397,0
1398,2
1399,2
1400,1
1401,0
1402,0
1403,6
1404,0
1405,6
1406,0
1407,0
1408,0
1409,3
1410,2
1411,2
1412,5
1413,0
1414,0
1415,3
1416,5
1417,2
1418,3
1419,0
1420,3
1421,4
1422,1
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,2
1432,0
1433,0
1434,4
1435,4
1436,4
1437,0
1438,0
1439,2
1440,0
1441,5
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,5
1454,3
1455,0
1456,4
1457,3
1458,1
1459,0
1460,5
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,2
1474,0
1475,0
1476,0
1477,0
1478,0
1479,3
1480,0
1481,6
1482,0
1483,0
1484,4
1485,4
1486,0
1487,0
1488,0
1489,1
1490,0
1491,3
1492,3
1493,3
1494,6
1495,1
1496,0
1497,0
1498,0
1499,2
1500,0
1501,6
1502,3
1503,0
1504,0
1505,3
1506,2
1507,0
1508,3
1509,0
1510,0
1511,1
1512,0
1513,0
1514,2
1515,0
1516,1
1517,2
1518,0
1519,2
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,5
1527,0
1528,0
1529,5
1530,3
1531,0
1532,4
1533,0
1534,1
1535,0
1536,0
1537,2
1538,1
1539,0
1540,1
1541,3
1542,0
1543,2
1544,2
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,4
1553,0
1554,0
1555,5
1556,0
1557,1
1558,2
1559,4
1560,0
1561,5
1562,0
1563,0
1564,2
1565,0
1566,6
1567,0
1568,4
1569,6
1570,0
1571,2
1572,2
1573,1
1574,0
1575,0
1576,5
1577,0
1578,0
1579,1
1580,0
1581,0
1582,5
1583,3
1584,6
1585,0
1586,3
1587,2
1588,0
1589,2
1590,0
1591,0
1592,1
1593,4
1594,0
1595,0
1596,5
1597,0
1598,5
1599,0
1600,2
1601,1
1602,0
1603,0
1604,0
1605,3
1606,6
1607,0
1608,3
1609,0
1610,1
1611,0
1612,0
1613,0
1614,4
1615,0
1616,0
1617,0
1618,0
1619,1
1620,0
1621,2
1622,0
1623,1
1624,0
1625,0
1626,1
1627,2
1628,1
1629,0
1630,0
1631,5
1632,4
1633,0
1634,0
1635,1
1636,1
1637,0
1638,5
1639,5
1640,0
1641,0
1642,0
1643,0
1644,2
1645,3
1646,0
1647,5
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,4
1655,3
1656,2
1657,1
1658,6
1659,2
1660,0
1661,0
1662,2
1663,0
1664,3
1665,0
1666,0
1667,1
1668,5
1669,0
1670,0
1671,3
1672,4
1673,0
1674,0
1675,0
1676,4
1677,0
1678,0
1679,4
1680,0
1681,2
1682,1
1683,0
1684,2
1685,4
1686,4
1687,0
1688,1
1689,0
1690,0
1691,1
1692,0
1693,0
1694,0
1695,4
1696,4
1697,2
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,1
1712,1
1713,0
1714,0
1715,2
1716,0
1717,0
1718,0
1719,3
1720,4
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,4
1728,2
1729,0
1730,0
1731,0
1732,1
1733,0
1734,2
1735,4
1736,2
1737,0
1738,2
1739,3
1740,0
1741,1
1742,0
1743,0
1744,0
1745,0
1746,3
1747,0
1748,5
1749,3
1750,0
1751,0
1752,0
1753,5
1754,0
1755,0
1756,0
1757,3
1758,0
1759,0
1760,0
1761,0
1762,0
1763,2
1764,3
1765,0
1766,6
1767,0
1768,0
1769,6
1770,3
1771,0
1772,3
1773,0
1774,0
1775,4
1776,6
1777,3
1778,0
1779,0
1780,0
1781,0
1782,4
1783,6
1784,0
1785,5
1786,0
1787,0
1788,0
1789,0
1790,2
1791,0
1792,0
1793,1
1794,1
1795,3
1796,3
1797,6
1798,5
1799,0
1800,6
1801,0
1802,1
1803,2
1804,0
1805,0
1806,0
1807,1
1808,0
1809,4
1810,3
1811,2
1812,2
1813,0
1814,2
1815,2
1816,1
1817,0
1818,0
1819,0
1820,4
1821,1
1822,0
1823,0
1824,4
1825,0
1826,2
1827,0
1828,2
1829,0
1830,0
1831,0
1832,0
1833,4
1834,0
1835,2
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,5
1849,4
1850,2
1851,4
1852,3
1853,0
1854,0
1855,1
1856,3
1857,0
1858,0
1859,3
1860,0
1861,2
1862,5
1863,3
1864,0
1865,0
1866,2
1867,3
1868,0
1869,4
1870,0
1871,0
1872,6
1873,5
1874,1
1875,0
1876,1
1877,0
1878,1
1879,0
1880,1
1881,2
1882,4
1883,0
1884,0
1885,0
1886,0
1887,2
1888,0
1889,5
1890,1
1891,1
1892,0
1893,0
1894,2
1895,2
1896,0
1897,2
1898,0
1899,6
1900,0
1901,0
1902,3
1903,3
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,4
1911,0
1912,0
1913,0
1914,0
1915,5
1916,0
1917,4
1918,0
1919,0
1920,0
1921,1
1922,0
1923,4
1924,1
1925,1
1926,0
1927,0
1928,0
1929,0
1930,3
1931,3
1932,4
1933,2
1934,6
1935,0
1936,3
1937,0
1938,1
1939,0
1940,0
1941,0
1942,0
1943,0
1944,3
1945,0
1946,2
1947,0
1948,0
1949,1
1950,5
1951,1
1952,1
1953,5
1954,0
1955,0
1956,3
1957,0
1958,3
1959,3
1960,0
1961,2
1962,5
1963,0
1964,0
1965,6
1966,2
1967,1
1968,5
1969,0
1970,1
1971,0
1972,2
1973,0
1974,0
1975,0
1976,0
1977,2
1978,1
1979,3
1980,0
1981,1
1982,6
1983,3
1984,1
1985,3
1986,0
1987,0
1988,5
1989,4
1990,2
1991,0
1992,4
1993,0
1994,2
1995,0
1996,0
1997,0
1998,2
1999,0
2000,5
2001,0
2002,0
2003,0
2004,0
2005,2
2006,0
2007,0
2008,0
2009,0
2010,2
2011,2
2012,2
2013,0
2014,3
2015,1
2016,4
2017,0
2018,0
2019,3
2020,0
2021,0
2022,3
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,5
2033,0
2034,1
2035,0
2036,6
2037,0
2038,4
2039,4
2040,0
2041,0
2042,0
2043,0
2044,0
2045,5
2046,0
2047,0
2048,2
2049,1
2050,0
2051,2
2052,0
2053,0
2054,4
2055,0
2056,0
2057,5
2058,0
2059,4
2060,0
2061,4
2062,4
2063,2
2064,5
2065,0
2066,3
2067,1
2068,4
2069,4
2070,2
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,6
2078,0
2079,0
2080,1
2081,0
2082,4
2083,3
2084,0
2085,3
2086,4
2087,0
2088,2
2089,2
2090,0
2091,0
2092,0
2093,0
2094,0
2095,2
2096,6
2097,0
2098,0
2099,5
2100,0
2101,0
2102,4
2103,0
2104,0
2105,4
2106,3
2107,0
2108,0
2109,3
2110,0
2111,0
2112,1
2113,0
2114,3
2115,0
2116,0
2117,0
2118,0
2119,4
2120,2
2121,2
2122,2
2123,0
2124,0
2125,1
2126,4
2127,0
2128,0
2129,0
2130,0
2131,3
2132,1
2133,0
2134,2
2135,0
2136,0
2137,0
2138,4
2139,3
2140,3
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,4
2148,0
2149,0
2150,4
2151,2
2152,1
2153,0
2154,0
2155,0
2156,0
2157,0
2158,2
2159,0
2160,0
2161,1
2162,0
2163,0
2164,4
2165,0
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,0
2173,1
2174,0
2175,4
2176,1
2177,2
2178,0
2179,4
2180,3
2181,2
2182,3
2183,0
2184,0
2185,1
2186,3
2187,3
2188,0
2189,2
2190,3
2191,3
2192,0
2193,0
2194,0
2195,3
2196,0
2197,0
2198,5
2199,0
2200,4
2201,3
2202,0
2203,0
2204,4
2205,0
2206,4
2207,3
2208,2
2209,0
2210,1
2211,0
2212,1
2213,0
2214,0
2215,3
2216,1
2217,0
2218,0
2219,1
2220,2
2221,3
2222,0
2223,1
2224,4
2225,3
2226,0
2227,0
2228,2
2229,0
2230,0
2231,0
2232,1
2233,0
2234,0
2235,4
2236,6
2237,0
2238,0
2239,0
2240,2
2241,3
2242,6
2243,0
2244,0
2245,0
2246,0
2247,2
2248,3
2249,3
2250,0
2251,0
2252,3
2253,0
2254,5
2255,2
2256,0
2257,0
2258,0
2259,2
2260,3
2261,0
2262,0
2263,1
2264,4
2265,3
2266,0
2267,0
2268,0
2269,0
2270,4
2271,2
2272,0
2273,4
2274,2
2275,1
2276,1
2277,4
2278,4
2279,0
2280,0
2281,0
2282,0
2283,1
2284,0
2285,5
2286,0
2287,0
2288,2
2289,0
2290,0
2291,3
2292,6
2293,4
2294,3
2295,1
2296,0
2297,3
2298,0
2299,0
2300,3
2301,3
2302,0
2303,3
2304,0
2305,0
2306,2
2307,4
2308,1
2309,0
2310,3
2311,0
2312,0
2313,5
2314,6
2315,0
2316,1
2317,0
2318,5
2319,1
2320,0
2321,3
2322,0
2323,3
2324,0
2325,2
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,1
2333,0
2334,2
2335,3
2336,0
2337,0
2338,0
2339,0
2340,4
2341,0
2342,4
2343,0
2344,4
2345,2
2346,6
2347,0
2348,0
2349,6
2350,0
2351,0
2352,3
2353,3
2354,3
2355,0
2356,0
2357,0
2358,2
2359,0
2360,1
2361,0
2362,3
2363,0
2364,0
2365,0
2366,0
2367,1
2368,4
2369,6
2370,0
2371,4
2372,2
2373,0
2374,0
2375,3
2376,5
2377,2
2378,2
2379,0
2380,0
2381,2
2382,2
2383,5
2384,4
2385,3
2386,0
2387,6
2388,1
2389,2
2390,1
2391,5
2392,3
2393,0
2394,0
2395,2
2396,1
2397,0
2398,0
2399,0
2400,0
2401,0
2402,2
2403,5
2404,0
2405,0
2406,0
2407,5
2408,0
2409,3
2410,0
2411,0
2412,3
2413,0
2414,0
2415,1
2416,0
2417,2
2418,0
2419,1
2420,0
2421,4
2422,2
2423,4
2424,0
2425,0
2426,0
2427,0
2428,4
2429,6
2430,4
2431,0
2432,0
2433,0
2434,1
2435,3
2436,1
2437,1
2438,0
2439,6
2440,2
2441,2
2442,1
2443,0
2444,0
2445,0
2446,3
2447,3
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,3
2456,0
2457,0
2458,0
2459,0
2460,4
2461,0
2462,4
2463,5
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,6
2472,2
2473,4
2474,4
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,4
2482,0
2483,4
2484,0
2485,4
2486,0
2487,3
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,2
2495,0
2496,2
2497,3
2498,0
2499,2
2500,4
2501,0
2502,3
2503,0
2504,3
2505,0
2506,0
2507,2
2508,0
2509,2
2510,1
2511,0
2512,2
2513,3
2514,5
2515,1
2516,3
2517,1
2518,6
2519,1
2520,0
2521,3
2522,0
2523,0
2524,2
2525,3
2526,1
2527,2
2528,0
2529,0
2530,0
2531,0
2532,0
2533,2
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,2
2543,1
2544,0
2545,6
2546,4
2547,0
2548,0
2549,4
2550,2
2551,3
2552,0
2553,0
2554,0
2555,0
2556,4
2557,0
2558,4
2559,5
2560,3
2561,0
2562,0
2563,0
2564,1
2565,2
2566,0
2567,2
2568,2
2569,2
2570,0
2571,2
2572,0
2573,0
2574,0
2575,0
2576,2
2577,0
2578,2
2579,3
2580,0
2581,0
2582,5
2583,0
2584,0
2585,0
2586,2
2587,4
2588,3
2589,0
2590,0
2591,0
2592,4
2593,0
2594,0
2595,0
2596,0
2597,0
2598,2
2599,0
2600,0
2601,4
2602,0
2603,3
2604,2
2605,0
2606,3
2607,0
2608,3
2609,1
2610,0
2611,4
2612,0
2613,1
2614,0
2615,2
2616,0
2617,0
2618,1
2619,0
2620,3
2621,0
2622,0
2623,0
2624,2
2625,0
2626,4
2627,0
2628,0
2629,0
2630,0
2631,5
2632,3
2633,0
2634,3
2635,0
2636,0
2637,1
2638,0
2639,0
2640,0
2641,4
2642,0
2643,3
2644,5
2645,2
2646,1
2647,0
2648,2
2649,0
2650,0
2651,0
2652,0
2653,0
2654,6
2655,0
2656,0
2657,1
2658,0
2659,3
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,3
2669,0
2670,0
2671,0
2672,0
2673,3
2674,0
2675,3
2676,0
2677,4
2678,0
2679,0
2680,0
2681,0
2682,3
2683,3
2684,1
2685,1
2686,3
2687,0
2688,0
2689,0
2690,3
2691,0
2692,0
2693,4
2694,2
2695,4
2696,0
2697,0
2698,0
2699,4
2700,0
2701,0
2702,3
2703,0
2704,3
2705,1
2706,3
2707,2
2708,4
2709,5
2710,0
2711,0
2712,1
2713,4
2714,4
2715,0
2716,0
2717,0
2718,2
2719,0
2720,0
2721,0
2722,1
2723,3
2724,0
2725,0
2726,3
2727,0
2728,1
2729,0
2730,0
2731,2
2732,2
2733,0
2734,6
2735,0
2736,5
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,3
2744,0
2745,0
2746,0
2747,4
2748,0
2749,2
2750,0
2751,0
2752,0
2753,1
2754,0
2755,3
2756,1
2757,0
2758,2
2759,0
2760,5
2761,2
2762,0
2763,0
2764,0
2765,0
2766,1
2767,2
2768,0
2769,0
2770,0
2771,4
2772,1
2773,2
2774,1
2775,3
2776,2
2777,0
2778,5
2779,0
2780,2
2781,4
2782,5
2783,5
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,2
2792,0
2793,0
2794,0
2795,4
2796,3
2797,0
2798,0
2799,0
2800,0
2801,0
2802,2
2803,4
2804,0
2805,4
2806,0
2807,0
2808,0
2809,4
2810,3
2811,2
2812,5
2813,0
2814,0
2815,0
2816,1
2817,0
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,2
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,3
2832,0
2833,0
2834,5
2835,0
2836,0
2837,1
2838,0
2839,0
2840,0
2841,0
2842,1
2843,2
2844,0
2845,0
2846,0
2847,0
2848,3
2849,0
2850,0
2851,0
2852,2
2853,0
2854,1
2855,2
2856,0
2857,0
2858,0
2859,1
2860,0
2861,0
2862,2
2863,0
2864,0
2865,1
2866,3
2867,0
2868,0
2869,3
2870,1
2871,4
2872,1
2873,1
2874,3
2875,2
2876,0
2877,0
2878,0
2879,4
2880,0
2881,1
2882,5
2883,0
2884,3
2885,0
2886,0
2887,0
2888,5
2889,0
2890,0
2891,0
2892,2
2893,0
2894,3
2895,0
2896,5
2897,4
2898,1
2899,4
2900,4
2901,2
2902,5
2903,4
2904,0
2905,0
2906,2
2907,3
2908,0
2909,3
2910,3
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,4
2918,0
2919,3
2920,0
2921,1
2922,0
2923,5
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,6
2934,0
2935,4
2936,5
2937,1
2938,0
2939,0
2940,0
2941,0
2942,0
2943,2
2944,1
2945,2
2946,6
2947,3
2948,0
2949,0
2950,5
2951,0
2952,0
2953,0
2954,3
2955,0
2956,3
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,2
2965,0
2966,0
2967,3
2968,0
2969,0
2970,0
2971,1
2972,2
2973,0
2974,0
2975,5
2976,2
2977,2
2978,0
2979,0
2980,3
2981,0
2982,1
2983,1
2984,1
2985,0
2986,2
2987,0
2988,0
2989,5
2990,2
2991,2
2992,0
2993,0
2994,0
